marital status	age	sex	district	1976Q1	1977Q1	1978Q1	1979Q1	1980Q1	1981Q1	1982Q1	1983Q1	1984Q1
Widowed	0-9 years	Men	Polling area - 3. Indre By	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 3. Nord	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 3. Syd	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 3. Øst	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 4. Sundbyøster	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 4. Nord	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 4. Syd	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 4. Øst	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 5. Nørrebro	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 5. Nord	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 5. Nørrebrohallen	0	0	0	1	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 5. Syd	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 5. Øst	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 5. Vest	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 5. Nordvest	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 6. Bispebjerg	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 6. Vest	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 6. Nord	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 6. Øst	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 6. Syd	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 7. Brønshøj	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 7. Nord	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 7. Syd	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 7. Øst	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 7. Vest	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 7. Nordvest	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 7. Katrinedal	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 7. Kirkebjerg	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 7. Vanløse	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 8. Valby	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 8. Nord	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 8. Syd	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 8. Vest	0	0	0	1	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 8. Sydøst	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 8. Midt	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 9. Vesterbro	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 9. Nord	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 9. Syd	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 9. Øst	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 9. Vest	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 9. Midt	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Men	Polling area - 9. Sydhavn	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Copenhagen total	0	0	23	18	0	0	0	0	0
Widowed	0-9 years	Women	District - Indre By	0	0	0	1	0	0	0	0	0
Widowed	0-9 years	Women	District - Østerbro	0	0	5	3	0	0	0	0	0
Widowed	0-9 years	Women	District - Nørrebro	0	0	6	4	0	0	0	0	0
Widowed	0-9 years	Women	District - Vesterbro/Kongens Enghave	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	District - Valby	0	0	5	5	0	0	0	0	0
Widowed	0-9 years	Women	District - Vanløse	0	0	1	2	0	0	0	0	0
Widowed	0-9 years	Women	District - Brønshøj-Husum	0	0	1	0	0	0	0	0	0
Widowed	0-9 years	Women	District - Bispebjerg	0	0	2	1	0	0	0	0	0
Widowed	0-9 years	Women	District - Amager Øst	0	0	2	2	0	0	0	0	0
Widowed	0-9 years	Women	District - Amager Vest	0	0	1	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 1. Østerbro	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 1. Øst	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 1. Nord	0	0	2	1	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 1. Syd	0	0	0	1	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 1. Vest	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 1. Nordvest	0	0	3	1	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 2. Sundbyvester	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 2. Nord	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 2. Syd	0	0	1	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 2. Øst	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 2. Vest	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 3. Indre By	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 3. Nord	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 3. Syd	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 3. Øst	0	0	0	1	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 4. Sundbyøster	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 4. Nord	0	0	1	1	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 4. Syd	0	0	1	1	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 4. Øst	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 5. Nørrebro	0	0	5	3	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 5. Nord	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 5. Nørrebrohallen	0	0	0	1	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 5. Syd	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 5. Øst	0	0	1	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 5. Vest	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 5. Nordvest	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 6. Bispebjerg	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 6. Vest	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 6. Nord	0	0	2	1	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 6. Øst	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 6. Syd	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 7. Brønshøj	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 7. Nord	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 7. Syd	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 7. Øst	0	0	1	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 7. Vest	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 7. Nordvest	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 7. Katrinedal	0	0	0	1	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 7. Kirkebjerg	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 7. Vanløse	0	0	1	1	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 8. Valby	0	0	2	2	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 8. Nord	0	0	2	1	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 8. Syd	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 8. Vest	0	0	0	1	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 8. Sydøst	0	0	0	1	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 8. Midt	0	0	1	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 9. Vesterbro	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 9. Nord	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 9. Syd	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 9. Øst	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 9. Vest	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 9. Midt	0	0	0	0	0	0	0	0	0
Widowed	0-9 years	Women	Polling area - 9. Sydhavn	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Copenhagen total	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	District - Indre By	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	District - Østerbro	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	District - Nørrebro	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	District - Vesterbro/Kongens Enghave	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	District - Valby	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	District - Vanløse	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	District - Brønshøj-Husum	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	District - Bispebjerg	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	District - Amager Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	District - Amager Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 1. Østerbro	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 1. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 1. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 1. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 1. Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 1. Nordvest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 2. Sundbyvester	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 2. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 2. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 2. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 2. Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 3. Indre By	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 3. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 3. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 3. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 4. Sundbyøster	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 4. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 4. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 4. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 5. Nørrebro	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 5. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 5. Nørrebrohallen	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 5. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 5. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 5. Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 5. Nordvest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 6. Bispebjerg	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 6. Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 6. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 6. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 6. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 7. Brønshøj	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 7. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 7. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 7. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 7. Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 7. Nordvest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 7. Katrinedal	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 7. Kirkebjerg	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 7. Vanløse	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 8. Valby	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 8. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 8. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 8. Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 8. Sydøst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 8. Midt	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 9. Vesterbro	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 9. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 9. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 9. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 9. Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 9. Midt	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Men	Polling area - 9. Sydhavn	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Copenhagen total	0	0	1	0	0	0	0	0	0
Widowed	10-19 years	Women	District - Indre By	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	District - Østerbro	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	District - Nørrebro	0	0	1	0	0	0	0	0	0
Widowed	10-19 years	Women	District - Vesterbro/Kongens Enghave	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	District - Valby	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	District - Vanløse	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	District - Brønshøj-Husum	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	District - Bispebjerg	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	District - Amager Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	District - Amager Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 1. Østerbro	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 1. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 1. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 1. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 1. Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 1. Nordvest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 2. Sundbyvester	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 2. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 2. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 2. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 2. Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 3. Indre By	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 3. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 3. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 3. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 4. Sundbyøster	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 4. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 4. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 4. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 5. Nørrebro	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 5. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 5. Nørrebrohallen	0	0	1	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 5. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 5. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 5. Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 5. Nordvest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 6. Bispebjerg	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 6. Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 6. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 6. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 6. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 7. Brønshøj	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 7. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 7. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 7. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 7. Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 7. Nordvest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 7. Katrinedal	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 7. Kirkebjerg	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 7. Vanløse	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 8. Valby	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 8. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 8. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 8. Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 8. Sydøst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 8. Midt	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 9. Vesterbro	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 9. Nord	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 9. Syd	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 9. Øst	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 9. Vest	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 9. Midt	0	0	0	0	0	0	0	0	0
Widowed	10-19 years	Women	Polling area - 9. Sydhavn	0	0	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Copenhagen total	24	22	18	15	21	18	13	14	21
Widowed	20-29 years	Men	District - Indre By	2	3	4	1	0	1	0	1	0
Widowed	20-29 years	Men	District - Østerbro	6	6	3	5	3	1	1	2	2
Widowed	20-29 years	Men	District - Nørrebro	4	2	3	1	4	5	2	2	3
Widowed	20-29 years	Men	District - Vesterbro/Kongens Enghave	2	5	4	4	5	5	3	3	4
Widowed	20-29 years	Men	District - Valby	1	1	0	0	1	0	0	0	1
Widowed	20-29 years	Men	District - Vanløse	1	0	0	1	0	0	0	0	0
Widowed	20-29 years	Men	District - Brønshøj-Husum	0	0	0	1	1	1	2	2	4
Widowed	20-29 years	Men	District - Bispebjerg	1	0	1	0	2	1	1	1	3
Widowed	20-29 years	Men	District - Amager Øst	3	3	2	2	2	3	3	2	2
Widowed	20-29 years	Men	District - Amager Vest	4	2	1	0	3	1	1	1	2
Widowed	20-29 years	Men	Polling area - 1. Østerbro	0	1	0	0	0	1	0	0	0
Widowed	20-29 years	Men	Polling area - 1. Øst	0	0	1	1	1	0	0	0	0
Widowed	20-29 years	Men	Polling area - 1. Nord	1	0	0	1	0	0	0	1	1
Widowed	20-29 years	Men	Polling area - 1. Syd	4	2	1	2	2	0	1	1	1
Widowed	20-29 years	Men	Polling area - 1. Vest	1	1	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 1. Nordvest	0	2	1	1	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 2. Sundbyvester	0	0	0	0	0	0	0	0	1
Widowed	20-29 years	Men	Polling area - 2. Nord	0	0	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 2. Syd	0	0	0	0	1	0	0	0	0
Widowed	20-29 years	Men	Polling area - 2. Øst	0	0	0	0	1	1	1	1	1
Widowed	20-29 years	Men	Polling area - 2. Vest	4	2	1	0	1	0	0	0	0
Widowed	20-29 years	Men	Polling area - 3. Indre By	1	1	1	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 3. Nord	0	1	1	1	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 3. Syd	0	0	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 3. Øst	1	1	2	0	0	1	0	1	0
Widowed	20-29 years	Men	Polling area - 4. Sundbyøster	0	0	0	0	1	1	1	1	0
Widowed	20-29 years	Men	Polling area - 4. Nord	2	1	1	1	1	1	2	1	1
Widowed	20-29 years	Men	Polling area - 4. Syd	1	1	0	0	0	1	0	0	0
Widowed	20-29 years	Men	Polling area - 4. Øst	0	1	1	1	0	0	0	0	1
Widowed	20-29 years	Men	Polling area - 5. Nørrebro	1	0	0	0	0	1	1	2	1
Widowed	20-29 years	Men	Polling area - 5. Nord	1	0	0	0	1	1	1	0	1
Widowed	20-29 years	Men	Polling area - 5. Nørrebrohallen	0	0	1	1	1	1	0	0	0
Widowed	20-29 years	Men	Polling area - 5. Syd	1	0	0	0	2	2	0	0	0
Widowed	20-29 years	Men	Polling area - 5. Øst	1	2	1	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 5. Vest	0	0	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 5. Nordvest	0	0	1	0	0	0	0	0	1
Widowed	20-29 years	Men	Polling area - 6. Bispebjerg	1	0	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 6. Vest	0	0	1	0	1	0	0	0	0
Widowed	20-29 years	Men	Polling area - 6. Nord	0	0	0	0	1	1	1	1	2
Widowed	20-29 years	Men	Polling area - 6. Øst	0	0	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 6. Syd	0	0	0	0	0	0	0	0	1
Widowed	20-29 years	Men	Polling area - 7. Brønshøj	0	0	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 7. Nord	0	0	0	1	0	1	2	2	2
Widowed	20-29 years	Men	Polling area - 7. Syd	0	0	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 7. Øst	0	0	0	0	0	0	0	0	1
Widowed	20-29 years	Men	Polling area - 7. Vest	0	0	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 7. Nordvest	0	0	0	0	1	0	0	0	1
Widowed	20-29 years	Men	Polling area - 7. Katrinedal	0	0	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 7. Kirkebjerg	1	0	0	1	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 7. Vanløse	0	0	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 8. Valby	1	1	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 8. Nord	0	0	0	0	0	0	0	0	1
Widowed	20-29 years	Men	Polling area - 8. Syd	0	0	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 8. Vest	0	0	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 8. Sydøst	0	0	0	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 8. Midt	0	0	0	0	1	0	0	0	0
Widowed	20-29 years	Men	Polling area - 9. Vesterbro	0	1	1	0	1	1	0	0	1
Widowed	20-29 years	Men	Polling area - 9. Nord	0	0	1	2	2	2	1	2	1
Widowed	20-29 years	Men	Polling area - 9. Syd	0	0	0	0	0	1	1	1	1
Widowed	20-29 years	Men	Polling area - 9. Øst	2	2	0	1	1	1	0	0	1
Widowed	20-29 years	Men	Polling area - 9. Vest	0	1	1	1	1	0	1	0	0
Widowed	20-29 years	Men	Polling area - 9. Midt	0	1	1	0	0	0	0	0	0
Widowed	20-29 years	Men	Polling area - 9. Sydhavn	0	0	0	0	0	0	0	0	0
Widowed	20-29 years	Women	Copenhagen total	62	59	49	53	48	42	46	44	43
Widowed	20-29 years	Women	District - Indre By	4	3	2	3	3	1	3	2	1
Widowed	20-29 years	Women	District - Østerbro	7	6	2	4	5	8	9	7	7
Widowed	20-29 years	Women	District - Nørrebro	12	14	13	9	11	11	10	9	6
Widowed	20-29 years	Women	District - Vesterbro/Kongens Enghave	7	8	8	10	5	5	5	4	5
Widowed	20-29 years	Women	District - Valby	8	7	6	6	5	6	6	6	4
Widowed	20-29 years	Women	District - Vanløse	3	4	4	2	3	3	3	2	1
Widowed	20-29 years	Women	District - Brønshøj-Husum	7	2	2	4	4	2	1	1	2
Widowed	20-29 years	Women	District - Bispebjerg	8	8	7	5	4	2	2	6	8
Widowed	20-29 years	Women	District - Amager Øst	4	3	4	8	6	4	6	3	3
Widowed	20-29 years	Women	District - Amager Vest	2	4	1	2	2	0	1	4	6
Widowed	20-29 years	Women	Polling area - 1. Østerbro	3	3	1	1	1	2	3	0	0
Widowed	20-29 years	Women	Polling area - 1. Øst	0	0	1	0	0	0	3	1	1
Widowed	20-29 years	Women	Polling area - 1. Nord	1	0	0	0	0	0	0	1	0
Widowed	20-29 years	Women	Polling area - 1. Syd	1	2	0	0	0	1	1	2	2
Widowed	20-29 years	Women	Polling area - 1. Vest	0	1	0	1	1	2	1	2	3
