region	sex	age	country of origin	2008Q1	2008Q2	2008Q3	2008Q4
Copenhagen	Women	10-14 years	Equatorial Guinea	0	0	0	0
Copenhagen	Women	10-14 years	Africa not stated	0	0	0	0
Copenhagen	Women	10-14 years	Canada	3	3	3	3
Copenhagen	Women	10-14 years	USA	12	10	11	10
Copenhagen	Women	10-14 years	North America not stated	0	0	0	0
Copenhagen	Women	10-14 years	Antigua and Barbuda	0	0	0	0
Copenhagen	Women	10-14 years	Argentina	1	1	1	1
Copenhagen	Women	10-14 years	Aruba	0	0	0	0
Copenhagen	Women	10-14 years	Bahamas	0	0	0	0
Copenhagen	Women	10-14 years	Barbados	0	0	0	0
Copenhagen	Women	10-14 years	Belize	0	0	0	0
Copenhagen	Women	10-14 years	Bermuda	0	0	0	0
Copenhagen	Women	10-14 years	Bolivia	0	0	0	0
Copenhagen	Women	10-14 years	Brazil	8	10	10	8
Copenhagen	Women	10-14 years	British West Indies	0	0	0	0
Copenhagen	Women	10-14 years	Chile	6	6	6	6
Copenhagen	Women	10-14 years	Colombia	1	2	2	2
Copenhagen	Women	10-14 years	Costa Rica	0	0	0	0
Copenhagen	Women	10-14 years	Cuba	1	1	2	2
Copenhagen	Women	10-14 years	Curacao	0	0	0	0
Copenhagen	Women	10-14 years	Dominica	0	0	0	0
Copenhagen	Women	10-14 years	Dominican Republic	1	1	1	1
Copenhagen	Women	10-14 years	Ecuador	1	1	1	1
Copenhagen	Women	10-14 years	El Salvador	0	0	0	0
Copenhagen	Women	10-14 years	Falkland Islands	0	0	0	0
Copenhagen	Women	10-14 years	French Guiana	0	0	0	0
Copenhagen	Women	10-14 years	French West Indies	0	0	0	0
Copenhagen	Women	10-14 years	Grenada	0	0	0	0
Copenhagen	Women	10-14 years	Guadeloupe	0	0	0	0
Copenhagen	Women	10-14 years	Guatemala	0	0	0	0
Copenhagen	Women	10-14 years	Guyana	0	0	0	0
Copenhagen	Women	10-14 years	Haiti	0	0	0	0
Copenhagen	Women	10-14 years	Netherlands Antilles	0	0	0	0
Copenhagen	Women	10-14 years	Honduras	0	0	0	0
Copenhagen	Women	10-14 years	Jamaica	0	0	0	0
Copenhagen	Women	10-14 years	Martinique	0	0	0	0
Copenhagen	Women	10-14 years	Mexico	3	3	3	2
Copenhagen	Women	10-14 years	Nauru	0	0	0	0
Copenhagen	Women	10-14 years	Nicaragua	0	0	0	0
Copenhagen	Women	10-14 years	Panama	0	0	0	0
Copenhagen	Women	10-14 years	Paraguay	0	0	0	0
Copenhagen	Women	10-14 years	Peru	1	2	1	1
Copenhagen	Women	10-14 years	Puerto Rico	0	0	0	0
Copenhagen	Women	10-14 years	Saint Kitts and Nevis	0	0	0	0
Copenhagen	Women	10-14 years	Saint Lucia	0	0	0	0
Copenhagen	Women	10-14 years	Saint Vincent and the Grenadines	0	0	0	0
Copenhagen	Women	10-14 years	Suriname	1	1	1	1
Copenhagen	Women	10-14 years	Trinidad and Tobago	0	0	0	0
Copenhagen	Women	10-14 years	Uruguay	2	1	1	1
Copenhagen	Women	10-14 years	Venezuela	2	1	2	2
Copenhagen	Women	10-14 years	West Indies	0	0	0	0
Copenhagen	Women	10-14 years	South and central America not stated	0	0	0	0
Copenhagen	Women	10-14 years	Abu Dhabi	0	0	0	0
Copenhagen	Women	10-14 years	Afghanistan	58	59	61	56
Copenhagen	Women	10-14 years	Armenia	3	3	3	4
Copenhagen	Women	10-14 years	Azerbaijan	5	3	3	3
Copenhagen	Women	10-14 years	Bahrain	0	0	0	0
Copenhagen	Women	10-14 years	Bangladesh	5	6	5	6
Copenhagen	Women	10-14 years	Bhutan	0	0	0	0
Copenhagen	Women	10-14 years	Brunei	0	0	0	0
Copenhagen	Women	10-14 years	Cambodia	2	2	2	1
Copenhagen	Women	10-14 years	Dubai	0	0	0	0
Copenhagen	Women	10-14 years	Philippines	51	50	51	50
Copenhagen	Women	10-14 years	United Arab Emirates	2	2	2	2
Copenhagen	Women	10-14 years	Georgia	2	2	2	2
Copenhagen	Women	10-14 years	Hong Kong	0	0	0	0
Copenhagen	Women	10-14 years	India	19	17	16	16
Copenhagen	Women	10-14 years	Indochina	0	0	0	0
Copenhagen	Women	10-14 years	Indonesia	2	2	2	2
Copenhagen	Women	10-14 years	Iraq	293	300	312	310
Copenhagen	Women	10-14 years	Iran	66	61	65	60
Copenhagen	Women	10-14 years	Israel	5	4	4	4
Copenhagen	Women	10-14 years	Japan	2	2	2	3
Copenhagen	Women	10-14 years	Jordan	46	46	41	47
Copenhagen	Women	10-14 years	Kazakhstan	0	0	0	0
Copenhagen	Women	10-14 years	China	55	56	59	57
Copenhagen	Women	10-14 years	Kyrgyzstan	0	0	0	0
Copenhagen	Women	10-14 years	Kuwait	15	19	16	16
Copenhagen	Women	10-14 years	Laos	1	1	1	1
Copenhagen	Women	10-14 years	Lebanon	387	381	372	360
Copenhagen	Women	10-14 years	Macao	0	0	0	0
Copenhagen	Women	10-14 years	Malaysia	0	0	0	1
Copenhagen	Women	10-14 years	Maldives	0	0	0	0
Copenhagen	Women	10-14 years	Middle East not stated	4	4	4	4
Copenhagen	Women	10-14 years	Mongolia	0	0	0	0
Copenhagen	Women	10-14 years	Myanmar	0	0	0	0
Copenhagen	Women	10-14 years	Nepal	1	1	1	1
Copenhagen	Women	10-14 years	North Korea	0	0	0	0
Copenhagen	Women	10-14 years	Oman	0	0	0	0
Copenhagen	Women	10-14 years	Pakistan	319	325	320	322
Copenhagen	Women	10-14 years	West bank and Gaza	0	0	0	0
Copenhagen	Women	10-14 years	Qatar	0	0	0	0
Copenhagen	Women	10-14 years	Saudi Arabia	4	5	5	5
Copenhagen	Women	10-14 years	Sikkim	0	0	0	0
Copenhagen	Women	10-14 years	Singapore	3	2	2	2
Copenhagen	Women	10-14 years	Sri Lanka	10	10	11	11
Copenhagen	Women	10-14 years	South Korea	3	2	2	4
Copenhagen	Women	10-14 years	Syria	58	62	64	61
Copenhagen	Women	10-14 years	Tajikistan	0	0	0	0
Copenhagen	Women	10-14 years	Taiwan	2	1	1	2
Copenhagen	Women	10-14 years	Thailand	39	43	42	41
Copenhagen	Women	10-14 years	Trucial Oman	0	0	0	0
Copenhagen	Women	10-14 years	Turkmenistan	0	0	0	0
Copenhagen	Women	10-14 years	Uzbekistan	0	0	0	0
Copenhagen	Women	10-14 years	Vietnam	25	22	21	21
Copenhagen	Women	10-14 years	North Yemen	0	0	0	0
Copenhagen	Women	10-14 years	Yemen	3	3	2	1
Copenhagen	Women	10-14 years	Asia not stated	0	0	0	0
Copenhagen	Women	10-14 years	Australia	1	1	1	1
Copenhagen	Women	10-14 years	Cook Islands	0	0	0	0
Copenhagen	Women	10-14 years	Fiji	0	0	0	0
Copenhagen	Women	10-14 years	French territories in the Pacific	0	0	0	0
Copenhagen	Women	10-14 years	Kiribati	0	0	0	0
Copenhagen	Women	10-14 years	Marshall Islands	0	0	0	0
Copenhagen	Women	10-14 years	New Zealand	0	0	0	0
Copenhagen	Women	10-14 years	Papua New Guinea	0	0	0	0
Copenhagen	Women	10-14 years	Solomon Islands	0	0	0	0
Copenhagen	Women	10-14 years	Samoa	0	0	0	0
Copenhagen	Women	10-14 years	Tonga	0	0	0	1
Copenhagen	Women	10-14 years	Tuvalu	0	0	0	0
Copenhagen	Women	10-14 years	Vanuatu	0	0	0	0
Copenhagen	Women	10-14 years	East Timor	0	0	0	0
Copenhagen	Women	10-14 years	Pacific Islands	0	0	0	0
Copenhagen	Women	10-14 years	Stateless	6	5	6	6
Copenhagen	Women	10-14 years	Not stated	4	5	4	3
Copenhagen	Women	15-19 years	Total	10105	10191	10182	10671
Copenhagen	Women	15-19 years	Denmark	7424	7454	7446	7786
Copenhagen	Women	15-19 years	Albania	0	0	0	0
Copenhagen	Women	15-19 years	Andorra	0	0	0	0
Copenhagen	Women	15-19 years	Belgium	0	0	0	1
Copenhagen	Women	15-19 years	Bosnia and Herzegovina	45	42	41	41
Copenhagen	Women	15-19 years	Bulgaria	10	8	8	9
Copenhagen	Women	15-19 years	Cyprus	0	0	0	0
Copenhagen	Women	15-19 years	Estonia	4	3	1	1
Copenhagen	Women	15-19 years	Finland	11	7	5	6
Copenhagen	Women	15-19 years	France	17	15	15	21
Copenhagen	Women	15-19 years	Greece	1	1	2	3
Copenhagen	Women	15-19 years	Belarus	1	1	1	1
Copenhagen	Women	15-19 years	Ireland	2	2	2	2
Copenhagen	Women	15-19 years	Iceland	19	19	25	35
Copenhagen	Women	15-19 years	Italy	21	19	17	17
Copenhagen	Women	15-19 years	Yugoslavia	165	160	161	157
Copenhagen	Women	15-19 years	Yugoslavia, Federal Republic	2	2	1	0
Copenhagen	Women	15-19 years	Kosovo	0	0	1	2
Copenhagen	Women	15-19 years	Croatia	4	5	5	5
Copenhagen	Women	15-19 years	Latvia	2	3	3	4
Copenhagen	Women	15-19 years	Liechtenstein	0	0	0	0
Copenhagen	Women	15-19 years	Lithuania	6	6	8	10
Copenhagen	Women	15-19 years	Luxembourg	1	1	0	0
Copenhagen	Women	15-19 years	Republic of North Macedonia	46	49	50	55
Copenhagen	Women	15-19 years	Malta	0	0	0	0
Copenhagen	Women	15-19 years	Moldova	1	1	1	1
Copenhagen	Women	15-19 years	Monaco	0	0	0	0
Copenhagen	Women	15-19 years	Montenegro	0	1	1	1
Copenhagen	Women	15-19 years	Netherlands	11	13	12	9
Copenhagen	Women	15-19 years	Northern Ireland	0	0	0	0
Copenhagen	Women	15-19 years	Norway	37	31	24	51
Copenhagen	Women	15-19 years	Poland	70	72	72	71
Copenhagen	Women	15-19 years	Portugal	1	1	1	1
Copenhagen	Women	15-19 years	Romania	6	6	6	10
Copenhagen	Women	15-19 years	Russia	22	27	21	28
Copenhagen	Women	15-19 years	San Marino	0	0	0	0
Copenhagen	Women	15-19 years	Switzerland	4	3	2	2
Copenhagen	Women	15-19 years	Serbia	0	0	0	0
Copenhagen	Women	15-19 years	Serbia and Montenegro	0	0	0	0
Copenhagen	Women	15-19 years	Slovakia	3	4	4	2
Copenhagen	Women	15-19 years	Slovenia	1	1	1	1
Copenhagen	Women	15-19 years	Soviet Union	5	5	6	6
Copenhagen	Women	15-19 years	Spain	7	9	6	6
Copenhagen	Women	15-19 years	United Kingdom	23	24	25	21
Copenhagen	Women	15-19 years	Sweden	29	32	34	46
Copenhagen	Women	15-19 years	Czech Republic	2	2	2	1
Copenhagen	Women	15-19 years	Czechoslovakia	2	2	2	2
Copenhagen	Women	15-19 years	Turkey	367	366	365	374
Copenhagen	Women	15-19 years	GDR	0	0	0	0
Copenhagen	Women	15-19 years	Germany	26	25	23	31
Copenhagen	Women	15-19 years	Ukraine	4	5	6	6
Copenhagen	Women	15-19 years	Hungary	6	6	7	8
Copenhagen	Women	15-19 years	Vatican City State	0	0	0	0
Copenhagen	Women	15-19 years	Austria	3	1	1	1
Copenhagen	Women	15-19 years	Europe not stated	0	0	0	0
Copenhagen	Women	15-19 years	Algeria	14	15	15	19
Copenhagen	Women	15-19 years	Angola	3	3	3	3
Copenhagen	Women	15-19 years	Benin	0	0	0	0
Copenhagen	Women	15-19 years	Botswana	0	0	0	0
Copenhagen	Women	15-19 years	Burkina Faso	1	1	0	0
Copenhagen	Women	15-19 years	Burundi	2	2	2	2
Copenhagen	Women	15-19 years	Cameroon	1	1	1	1
Copenhagen	Women	15-19 years	Central African Republic	0	0	0	0
Copenhagen	Women	15-19 years	Comoros	0	0	0	0
Copenhagen	Women	15-19 years	Congo, Democratic Republic	1	1	1	0
Copenhagen	Women	15-19 years	Congo, Republic	2	2	2	4
Copenhagen	Women	15-19 years	Djibouti	4	4	4	4
Copenhagen	Women	15-19 years	Egypt	20	25	22	20
Copenhagen	Women	15-19 years	Ivory Coast	2	3	4	4
Copenhagen	Women	15-19 years	Eritrea	1	1	1	1
Copenhagen	Women	15-19 years	Ethiopia	12	12	12	12
Copenhagen	Women	15-19 years	Gabon	0	0	0	0
Copenhagen	Women	15-19 years	Gambia, The	18	18	18	18
Copenhagen	Women	15-19 years	Ghana	21	22	23	25
Copenhagen	Women	15-19 years	Guinea	5	5	5	5
Copenhagen	Women	15-19 years	Guinea-Bissau	0	0	0	0
Copenhagen	Women	15-19 years	Cape Verde	0	0	0	0
Copenhagen	Women	15-19 years	Kenya	9	8	8	10
Copenhagen	Women	15-19 years	Lesotho	1	1	1	1
Copenhagen	Women	15-19 years	Liberia	0	0	0	0
Copenhagen	Women	15-19 years	Libya	0	0	0	0
Copenhagen	Women	15-19 years	Madagascar	0	0	0	0
Copenhagen	Women	15-19 years	Malawi	0	0	0	0
Copenhagen	Women	15-19 years	Mali	0	0	0	0
Copenhagen	Women	15-19 years	Morocco	181	184	187	185
Copenhagen	Women	15-19 years	Mauritania	2	2	3	3
Copenhagen	Women	15-19 years	Mauritius	0	0	0	0
Copenhagen	Women	15-19 years	Mozambique	0	0	0	0
Copenhagen	Women	15-19 years	Namibia	0	0	0	0
Copenhagen	Women	15-19 years	Niger	0	0	0	0
Copenhagen	Women	15-19 years	Nigeria	0	0	1	0
Copenhagen	Women	15-19 years	Reunion	0	0	0	0
Copenhagen	Women	15-19 years	Rwanda	1	1	1	1
Copenhagen	Women	15-19 years	Sao Tome and Principe	0	0	0	0
Copenhagen	Women	15-19 years	Senegal	1	0	0	0
Copenhagen	Women	15-19 years	Seychelles	0	0	0	0
Copenhagen	Women	15-19 years	Sierra Leone	6	7	5	5
Copenhagen	Women	15-19 years	Somalia	98	99	96	95
Copenhagen	Women	15-19 years	Spanish territories in Africa	0	0	0	0
Copenhagen	Women	15-19 years	Saint Helena	0	0	0	0
Copenhagen	Women	15-19 years	Sudan	3	4	5	4
Copenhagen	Women	15-19 years	Eswantini	0	0	0	0
Copenhagen	Women	15-19 years	South Africa	2	1	1	2
Copenhagen	Women	15-19 years	South Sudan	0	0	0	0
Copenhagen	Women	15-19 years	Southwest Africa	0	0	0	0
Copenhagen	Women	15-19 years	Tanzania	4	5	5	6
Copenhagen	Women	15-19 years	Chad	0	0	0	0
Copenhagen	Women	15-19 years	Togo	2	3	3	1
Copenhagen	Women	15-19 years	Tunisia	13	13	13	14
Copenhagen	Women	15-19 years	Uganda	15	13	14	12
Copenhagen	Women	15-19 years	Zambia	0	0	0	0
Copenhagen	Women	15-19 years	Zimbabwe	0	0	0	0
Copenhagen	Women	15-19 years	Equatorial Guinea	0	0	0	0
Copenhagen	Women	15-19 years	Africa not stated	0	0	0	0
Copenhagen	Women	15-19 years	Canada	4	5	4	8
Copenhagen	Women	15-19 years	USA	12	9	8	26
Copenhagen	Women	15-19 years	North America not stated	0	0	0	0
Copenhagen	Women	15-19 years	Antigua and Barbuda	0	0	0	0
Copenhagen	Women	15-19 years	Argentina	3	3	6	3
Copenhagen	Women	15-19 years	Aruba	0	0	0	0
Copenhagen	Women	15-19 years	Bahamas	0	0	0	0
Copenhagen	Women	15-19 years	Barbados	0	0	0	0
Copenhagen	Women	15-19 years	Belize	0	0	0	0
Copenhagen	Women	15-19 years	Bermuda	0	0	0	0
Copenhagen	Women	15-19 years	Bolivia	1	1	1	0
Copenhagen	Women	15-19 years	Brazil	9	9	7	6
Copenhagen	Women	15-19 years	British West Indies	0	0	0	0
Copenhagen	Women	15-19 years	Chile	10	11	12	11
Copenhagen	Women	15-19 years	Colombia	1	1	1	1
Copenhagen	Women	15-19 years	Costa Rica	0	0	0	0
Copenhagen	Women	15-19 years	Cuba	4	4	4	4
Copenhagen	Women	15-19 years	Curacao	0	0	0	0
Copenhagen	Women	15-19 years	Dominica	0	0	0	0
Copenhagen	Women	15-19 years	Dominican Republic	0	0	0	0
Copenhagen	Women	15-19 years	Ecuador	2	1	1	3
Copenhagen	Women	15-19 years	El Salvador	0	1	1	2
Copenhagen	Women	15-19 years	Falkland Islands	0	0	0	0
Copenhagen	Women	15-19 years	French Guiana	0	0	0	0
Copenhagen	Women	15-19 years	French West Indies	0	0	0	0
Copenhagen	Women	15-19 years	Grenada	0	0	0	0
Copenhagen	Women	15-19 years	Guadeloupe	0	0	0	0
Copenhagen	Women	15-19 years	Guatemala	0	0	0	0
Copenhagen	Women	15-19 years	Guyana	0	0	0	0
Copenhagen	Women	15-19 years	Haiti	0	0	0	0
Copenhagen	Women	15-19 years	Netherlands Antilles	0	0	0	0
Copenhagen	Women	15-19 years	Honduras	0	0	0	0
Copenhagen	Women	15-19 years	Jamaica	1	1	1	1
Copenhagen	Women	15-19 years	Martinique	0	0	0	0
Copenhagen	Women	15-19 years	Mexico	0	1	1	1
Copenhagen	Women	15-19 years	Nauru	0	0	0	0
Copenhagen	Women	15-19 years	Nicaragua	0	0	0	0
Copenhagen	Women	15-19 years	Panama	0	0	0	0
Copenhagen	Women	15-19 years	Paraguay	1	2	2	2
Copenhagen	Women	15-19 years	Peru	3	2	4	3
Copenhagen	Women	15-19 years	Puerto Rico	0	0	0	0
Copenhagen	Women	15-19 years	Saint Kitts and Nevis	0	0	0	0
Copenhagen	Women	15-19 years	Saint Lucia	0	0	0	0
Copenhagen	Women	15-19 years	Saint Vincent and the Grenadines	0	0	0	0
Copenhagen	Women	15-19 years	Suriname	0	0	0	0
Copenhagen	Women	15-19 years	Trinidad and Tobago	0	0	0	0
Copenhagen	Women	15-19 years	Uruguay	4	4	4	4
Copenhagen	Women	15-19 years	Venezuela	2	2	2	2
Copenhagen	Women	15-19 years	West Indies	0	0	0	0
Copenhagen	Women	15-19 years	South and central America not stated	0	0	0	0
Copenhagen	Women	15-19 years	Abu Dhabi	0	0	0	0
Copenhagen	Women	15-19 years	Afghanistan	43	43	45	51
Copenhagen	Women	15-19 years	Armenia	6	6	5	6
Copenhagen	Women	15-19 years	Azerbaijan	0	1	1	1
Copenhagen	Women	15-19 years	Bahrain	2	0	0	0
Copenhagen	Women	15-19 years	Bangladesh	5	5	4	4
Copenhagen	Women	15-19 years	Bhutan	0	0	0	0
Copenhagen	Women	15-19 years	Brunei	0	0	0	0
Copenhagen	Women	15-19 years	Cambodia	0	0	0	1
Copenhagen	Women	15-19 years	Dubai	0	0	0	0
Copenhagen	Women	15-19 years	Philippines	42	46	45	49
Copenhagen	Women	15-19 years	United Arab Emirates	0	0	0	0
Copenhagen	Women	15-19 years	Georgia	0	0	0	0
Copenhagen	Women	15-19 years	Hong Kong	0	0	0	0
Copenhagen	Women	15-19 years	India	22	23	25	24
Copenhagen	Women	15-19 years	Indochina	0	0	0	0
Copenhagen	Women	15-19 years	Indonesia	1	2	2	2
Copenhagen	Women	15-19 years	Iraq	185	197	198	210
Copenhagen	Women	15-19 years	Iran	60	66	66	69
Copenhagen	Women	15-19 years	Israel	6	7	7	7
Copenhagen	Women	15-19 years	Japan	3	3	3	2
Copenhagen	Women	15-19 years	Jordan	45	45	50	50
Copenhagen	Women	15-19 years	Kazakhstan	0	0	0	0
Copenhagen	Women	15-19 years	China	78	92	84	96
Copenhagen	Women	15-19 years	Kyrgyzstan	0	0	0	0
Copenhagen	Women	15-19 years	Kuwait	5	7	9	8
Copenhagen	Women	15-19 years	Laos	0	0	0	0
Copenhagen	Women	15-19 years	Lebanon	227	232	238	239
Copenhagen	Women	15-19 years	Macao	0	0	0	0
Copenhagen	Women	15-19 years	Malaysia	3	3	3	3
Copenhagen	Women	15-19 years	Maldives	0	0	0	0
Copenhagen	Women	15-19 years	Middle East not stated	2	2	1	1
Copenhagen	Women	15-19 years	Mongolia	0	0	0	0
Copenhagen	Women	15-19 years	Myanmar	1	1	1	1
Copenhagen	Women	15-19 years	Nepal	0	1	1	5
Copenhagen	Women	15-19 years	North Korea	0	0	0	1
Copenhagen	Women	15-19 years	Oman	1	1	1	0
Copenhagen	Women	15-19 years	Pakistan	323	327	334	331
Copenhagen	Women	15-19 years	West bank and Gaza	0	0	0	0
Copenhagen	Women	15-19 years	Qatar	0	0	0	0
Copenhagen	Women	15-19 years	Saudi Arabia	4	4	3	4
Copenhagen	Women	15-19 years	Sikkim	0	0	0	0
Copenhagen	Women	15-19 years	Singapore	0	0	0	1
Copenhagen	Women	15-19 years	Sri Lanka	9	9	8	5
Copenhagen	Women	15-19 years	South Korea	2	3	3	3
Copenhagen	Women	15-19 years	Syria	45	41	43	50
Copenhagen	Women	15-19 years	Tajikistan	0	0	0	0
Copenhagen	Women	15-19 years	Taiwan	2	3	3	4
Copenhagen	Women	15-19 years	Thailand	31	34	33	32
Copenhagen	Women	15-19 years	Trucial Oman	0	0	0	0
Copenhagen	Women	15-19 years	Turkmenistan	0	0	0	0
Copenhagen	Women	15-19 years	Uzbekistan	1	1	1	2
Copenhagen	Women	15-19 years	Vietnam	23	22	21	24
Copenhagen	Women	15-19 years	North Yemen	0	0	0	0
Copenhagen	Women	15-19 years	Yemen	3	3	4	3
Copenhagen	Women	15-19 years	Asia not stated	0	0	0	0
Copenhagen	Women	15-19 years	Australia	5	7	5	6
Copenhagen	Women	15-19 years	Cook Islands	0	0	0	0
Copenhagen	Women	15-19 years	Fiji	0	0	0	0
Copenhagen	Women	15-19 years	French territories in the Pacific	0	0	0	0
Copenhagen	Women	15-19 years	Kiribati	0	0	0	0
Copenhagen	Women	15-19 years	Marshall Islands	0	0	0	0
Copenhagen	Women	15-19 years	New Zealand	3	3	2	2
Copenhagen	Women	15-19 years	Papua New Guinea	0	0	0	0
Copenhagen	Women	15-19 years	Solomon Islands	0	0	0	0
Copenhagen	Women	15-19 years	Samoa	0	0	0	0
Copenhagen	Women	15-19 years	Tonga	0	0	0	0
Copenhagen	Women	15-19 years	Tuvalu	0	0	0	0
Copenhagen	Women	15-19 years	Vanuatu	0	0	0	0
Copenhagen	Women	15-19 years	East Timor	0	0	0	0
Copenhagen	Women	15-19 years	Pacific Islands	0	0	0	0
Copenhagen	Women	15-19 years	Stateless	3	4	3	3
Copenhagen	Women	15-19 years	Not stated	1	0	1	2
Copenhagen	Women	20-24 years	Total	27205	27392	26939	28609
Copenhagen	Women	20-24 years	Denmark	21513	21520	21334	22219
Copenhagen	Women	20-24 years	Albania	0	1	2	3
Copenhagen	Women	20-24 years	Andorra	0	0	0	0
Copenhagen	Women	20-24 years	Belgium	23	25	23	26
Copenhagen	Women	20-24 years	Bosnia and Herzegovina	106	108	100	105
Copenhagen	Women	20-24 years	Bulgaria	13	22	20	24
Copenhagen	Women	20-24 years	Cyprus	0	1	1	2
Copenhagen	Women	20-24 years	Estonia	31	36	30	38
Copenhagen	Women	20-24 years	Finland	52	56	51	52
Copenhagen	Women	20-24 years	France	152	172	144	169
Copenhagen	Women	20-24 years	Greece	8	8	4	4
Copenhagen	Women	20-24 years	Belarus	0	0	0	0
Copenhagen	Women	20-24 years	Ireland	15	17	18	19
Copenhagen	Women	20-24 years	Iceland	151	150	140	173
Copenhagen	Women	20-24 years	Italy	98	109	87	101
Copenhagen	Women	20-24 years	Yugoslavia	146	142	138	140
Copenhagen	Women	20-24 years	Yugoslavia, Federal Republic	4	4	4	7
Copenhagen	Women	20-24 years	Kosovo	0	0	3	4
Copenhagen	Women	20-24 years	Croatia	4	5	5	5
Copenhagen	Women	20-24 years	Latvia	36	34	33	36
Copenhagen	Women	20-24 years	Liechtenstein	1	1	1	1
Copenhagen	Women	20-24 years	Lithuania	56	54	50	70
Copenhagen	Women	20-24 years	Luxembourg	9	9	8	9
Copenhagen	Women	20-24 years	Republic of North Macedonia	44	44	47	48
Copenhagen	Women	20-24 years	Malta	0	0	0	0
Copenhagen	Women	20-24 years	Moldova	4	3	3	3
Copenhagen	Women	20-24 years	Monaco	0	0	0	0
Copenhagen	Women	20-24 years	Montenegro	1	1	0	1
Copenhagen	Women	20-24 years	Netherlands	45	53	48	58
Copenhagen	Women	20-24 years	Northern Ireland	0	0	0	0
Copenhagen	Women	20-24 years	Norway	430	440	407	477
Copenhagen	Women	20-24 years	Poland	271	268	260	299
Copenhagen	Women	20-24 years	Portugal	20	21	21	22
Copenhagen	Women	20-24 years	Romania	37	37	45	52
Copenhagen	Women	20-24 years	Russia	66	69	62	66
Copenhagen	Women	20-24 years	San Marino	1	0	0	0
Copenhagen	Women	20-24 years	Switzerland	30	32	27	27
Copenhagen	Women	20-24 years	Serbia	1	1	1	2
Copenhagen	Women	20-24 years	Serbia and Montenegro	2	2	2	2
Copenhagen	Women	20-24 years	Slovakia	8	12	14	19
Copenhagen	Women	20-24 years	Slovenia	7	5	5	6
Copenhagen	Women	20-24 years	Soviet Union	11	11	12	12
Copenhagen	Women	20-24 years	Spain	97	97	87	112
Copenhagen	Women	20-24 years	United Kingdom	94	101	99	110
Copenhagen	Women	20-24 years	Sweden	380	371	366	424
Copenhagen	Women	20-24 years	Czech Republic	13	14	12	17
Copenhagen	Women	20-24 years	Czechoslovakia	1	2	2	3
Copenhagen	Women	20-24 years	Turkey	320	328	329	351
Copenhagen	Women	20-24 years	GDR	0	0	0	0
Copenhagen	Women	20-24 years	Germany	239	223	204	248
Copenhagen	Women	20-24 years	Ukraine	30	32	32	33
Copenhagen	Women	20-24 years	Hungary	30	34	34	43
Copenhagen	Women	20-24 years	Vatican City State	0	0	0	0
Copenhagen	Women	20-24 years	Austria	19	23	20	32
Copenhagen	Women	20-24 years	Europe not stated	0	0	0	0
Copenhagen	Women	20-24 years	Algeria	9	9	7	7
Copenhagen	Women	20-24 years	Angola	0	0	0	0
Copenhagen	Women	20-24 years	Benin	0	0	0	0
Copenhagen	Women	20-24 years	Botswana	0	0	0	1
Copenhagen	Women	20-24 years	Burkina Faso	0	0	1	1
Copenhagen	Women	20-24 years	Burundi	7	7	7	5
Copenhagen	Women	20-24 years	Cameroon	4	3	4	6
Copenhagen	Women	20-24 years	Central African Republic	0	0	0	0
Copenhagen	Women	20-24 years	Comoros	0	0	0	0
Copenhagen	Women	20-24 years	Congo, Democratic Republic	2	2	2	2
Copenhagen	Women	20-24 years	Congo, Republic	1	1	1	1
Copenhagen	Women	20-24 years	Djibouti	1	0	0	2
Copenhagen	Women	20-24 years	Egypt	22	25	26	27
Copenhagen	Women	20-24 years	Ivory Coast	8	8	8	8
Copenhagen	Women	20-24 years	Eritrea	3	5	5	6
Copenhagen	Women	20-24 years	Ethiopia	20	21	23	25
Copenhagen	Women	20-24 years	Gabon	0	0	0	0
Copenhagen	Women	20-24 years	Gambia, The	16	16	15	14
Copenhagen	Women	20-24 years	Ghana	24	24	25	25
Copenhagen	Women	20-24 years	Guinea	1	2	2	2
Copenhagen	Women	20-24 years	Guinea-Bissau	0	0	0	0
Copenhagen	Women	20-24 years	Cape Verde	3	3	3	2
Copenhagen	Women	20-24 years	Kenya	11	12	15	15
Copenhagen	Women	20-24 years	Lesotho	0	0	0	0
Copenhagen	Women	20-24 years	Liberia	0	1	1	1
Copenhagen	Women	20-24 years	Libya	2	2	2	1
Copenhagen	Women	20-24 years	Madagascar	1	1	1	1
Copenhagen	Women	20-24 years	Malawi	0	0	0	0
Copenhagen	Women	20-24 years	Mali	0	1	1	1
Copenhagen	Women	20-24 years	Morocco	156	153	162	171
Copenhagen	Women	20-24 years	Mauritania	0	0	0	1
Copenhagen	Women	20-24 years	Mauritius	0	0	0	1
Copenhagen	Women	20-24 years	Mozambique	0	1	1	1
Copenhagen	Women	20-24 years	Namibia	1	1	1	0
Copenhagen	Women	20-24 years	Niger	0	0	0	0
Copenhagen	Women	20-24 years	Nigeria	3	3	4	5
Copenhagen	Women	20-24 years	Reunion	0	0	0	0
Copenhagen	Women	20-24 years	Rwanda	3	3	2	3
Copenhagen	Women	20-24 years	Sao Tome and Principe	0	0	0	0
Copenhagen	Women	20-24 years	Senegal	1	2	2	2
Copenhagen	Women	20-24 years	Seychelles	0	0	0	0
Copenhagen	Women	20-24 years	Sierra Leone	9	8	9	10
Copenhagen	Women	20-24 years	Somalia	129	135	142	152
Copenhagen	Women	20-24 years	Spanish territories in Africa	0	0	0	0
