marital status	age	sex	district	1974Q1	1975Q1
Married / seperated	80-89 years	Women	Polling area - 8. Sydøst	16	13
Married / seperated	80-89 years	Women	Polling area - 8. Midt	22	21
Married / seperated	80-89 years	Women	Polling area - 9. Vesterbro	34	33
Married / seperated	80-89 years	Women	Polling area - 9. Nord	25	24
Married / seperated	80-89 years	Women	Polling area - 9. Syd	18	16
Married / seperated	80-89 years	Women	Polling area - 9. Øst	16	15
Married / seperated	80-89 years	Women	Polling area - 9. Vest	23	30
Married / seperated	80-89 years	Women	Polling area - 9. Midt	17	13
Married / seperated	80-89 years	Women	Polling area - 9. Sydhavn	1	1
Married / seperated	90-99 + years	Men	Copenhagen total	126	127
Married / seperated	90-99 + years	Men	District - Indre By	11	9
Married / seperated	90-99 + years	Men	District - Østerbro	24	24
Married / seperated	90-99 + years	Men	District - Nørrebro	19	18
Married / seperated	90-99 + years	Men	District - Vesterbro/Kongens Enghave	12	12
Married / seperated	90-99 + years	Men	District - Valby	10	10
Married / seperated	90-99 + years	Men	District - Vanløse	9	13
Married / seperated	90-99 + years	Men	District - Brønshøj-Husum	5	8
Married / seperated	90-99 + years	Men	District - Bispebjerg	13	6
Married / seperated	90-99 + years	Men	District - Amager Øst	10	9
Married / seperated	90-99 + years	Men	District - Amager Vest	13	18
Married / seperated	90-99 + years	Men	Polling area - 1. Østerbro	2	2
Married / seperated	90-99 + years	Men	Polling area - 1. Øst	1	1
Married / seperated	90-99 + years	Men	Polling area - 1. Nord	4	4
Married / seperated	90-99 + years	Men	Polling area - 1. Syd	6	5
Married / seperated	90-99 + years	Men	Polling area - 1. Vest	5	10
Married / seperated	90-99 + years	Men	Polling area - 1. Nordvest	6	2
Married / seperated	90-99 + years	Men	Polling area - 2. Sundbyvester	3	3
Married / seperated	90-99 + years	Men	Polling area - 2. Nord	3	5
Married / seperated	90-99 + years	Men	Polling area - 2. Syd	3	5
Married / seperated	90-99 + years	Men	Polling area - 2. Øst	2	2
Married / seperated	90-99 + years	Men	Polling area - 2. Vest	2	3
Married / seperated	90-99 + years	Men	Polling area - 3. Indre By	4	5
Married / seperated	90-99 + years	Men	Polling area - 3. Nord	1	1
Married / seperated	90-99 + years	Men	Polling area - 3. Syd	2	0
Married / seperated	90-99 + years	Men	Polling area - 3. Øst	4	3
Married / seperated	90-99 + years	Men	Polling area - 4. Sundbyøster	4	3
Married / seperated	90-99 + years	Men	Polling area - 4. Nord	2	2
Married / seperated	90-99 + years	Men	Polling area - 4. Syd	2	3
Married / seperated	90-99 + years	Men	Polling area - 4. Øst	2	1
Married / seperated	90-99 + years	Men	Polling area - 5. Nørrebro	12	8
Married / seperated	90-99 + years	Men	Polling area - 5. Nord	1	2
Married / seperated	90-99 + years	Men	Polling area - 5. Nørrebrohallen	2	2
Married / seperated	90-99 + years	Men	Polling area - 5. Syd	0	1
Married / seperated	90-99 + years	Men	Polling area - 5. Øst	0	2
Married / seperated	90-99 + years	Men	Polling area - 5. Vest	2	3
Married / seperated	90-99 + years	Men	Polling area - 5. Nordvest	2	0
Married / seperated	90-99 + years	Men	Polling area - 6. Bispebjerg	1	0
Married / seperated	90-99 + years	Men	Polling area - 6. Vest	5	1
Married / seperated	90-99 + years	Men	Polling area - 6. Nord	4	3
Married / seperated	90-99 + years	Men	Polling area - 6. Øst	0	1
Married / seperated	90-99 + years	Men	Polling area - 6. Syd	3	1
Married / seperated	90-99 + years	Men	Polling area - 7. Brønshøj	1	0
Married / seperated	90-99 + years	Men	Polling area - 7. Nord	0	0
Married / seperated	90-99 + years	Men	Polling area - 7. Syd	4	6
Married / seperated	90-99 + years	Men	Polling area - 7. Øst	3	3
Married / seperated	90-99 + years	Men	Polling area - 7. Vest	1	4
Married / seperated	90-99 + years	Men	Polling area - 7. Nordvest	2	2
Married / seperated	90-99 + years	Men	Polling area - 7. Katrinedal	1	4
Married / seperated	90-99 + years	Men	Polling area - 7. Kirkebjerg	1	1
Married / seperated	90-99 + years	Men	Polling area - 7. Vanløse	1	1
Married / seperated	90-99 + years	Men	Polling area - 8. Valby	2	3
Married / seperated	90-99 + years	Men	Polling area - 8. Nord	2	2
Married / seperated	90-99 + years	Men	Polling area - 8. Syd	2	1
Married / seperated	90-99 + years	Men	Polling area - 8. Vest	0	0
Married / seperated	90-99 + years	Men	Polling area - 8. Sydøst	3	2
Married / seperated	90-99 + years	Men	Polling area - 8. Midt	1	2
Married / seperated	90-99 + years	Men	Polling area - 9. Vesterbro	5	5
Married / seperated	90-99 + years	Men	Polling area - 9. Nord	1	2
Married / seperated	90-99 + years	Men	Polling area - 9. Syd	2	0
Married / seperated	90-99 + years	Men	Polling area - 9. Øst	1	2
Married / seperated	90-99 + years	Men	Polling area - 9. Vest	2	2
Married / seperated	90-99 + years	Men	Polling area - 9. Midt	1	1
Married / seperated	90-99 + years	Men	Polling area - 9. Sydhavn	0	0
Married / seperated	90-99 + years	Women	Copenhagen total	31	31
Married / seperated	90-99 + years	Women	District - Indre By	2	2
Married / seperated	90-99 + years	Women	District - Østerbro	2	3
Married / seperated	90-99 + years	Women	District - Nørrebro	10	11
Married / seperated	90-99 + years	Women	District - Vesterbro/Kongens Enghave	3	2
Married / seperated	90-99 + years	Women	District - Valby	6	2
Married / seperated	90-99 + years	Women	District - Vanløse	1	0
Married / seperated	90-99 + years	Women	District - Brønshøj-Husum	1	3
Married / seperated	90-99 + years	Women	District - Bispebjerg	3	3
Married / seperated	90-99 + years	Women	District - Amager Øst	2	2
Married / seperated	90-99 + years	Women	District - Amager Vest	1	3
Married / seperated	90-99 + years	Women	Polling area - 1. Østerbro	0	0
Married / seperated	90-99 + years	Women	Polling area - 1. Øst	0	0
Married / seperated	90-99 + years	Women	Polling area - 1. Nord	1	1
Married / seperated	90-99 + years	Women	Polling area - 1. Syd	1	0
Married / seperated	90-99 + years	Women	Polling area - 1. Vest	0	2
Married / seperated	90-99 + years	Women	Polling area - 1. Nordvest	0	0
Married / seperated	90-99 + years	Women	Polling area - 2. Sundbyvester	0	1
Married / seperated	90-99 + years	Women	Polling area - 2. Nord	0	1
Married / seperated	90-99 + years	Women	Polling area - 2. Syd	0	0
Married / seperated	90-99 + years	Women	Polling area - 2. Øst	0	0
Married / seperated	90-99 + years	Women	Polling area - 2. Vest	1	1
Married / seperated	90-99 + years	Women	Polling area - 3. Indre By	0	0
Married / seperated	90-99 + years	Women	Polling area - 3. Nord	1	1
Married / seperated	90-99 + years	Women	Polling area - 3. Syd	1	1
Married / seperated	90-99 + years	Women	Polling area - 3. Øst	0	0
Married / seperated	90-99 + years	Women	Polling area - 4. Sundbyøster	1	1
Married / seperated	90-99 + years	Women	Polling area - 4. Nord	1	1
Married / seperated	90-99 + years	Women	Polling area - 4. Syd	0	0
Married / seperated	90-99 + years	Women	Polling area - 4. Øst	0	0
Married / seperated	90-99 + years	Women	Polling area - 5. Nørrebro	8	8
Married / seperated	90-99 + years	Women	Polling area - 5. Nord	0	0
Married / seperated	90-99 + years	Women	Polling area - 5. Nørrebrohallen	1	2
Married / seperated	90-99 + years	Women	Polling area - 5. Syd	0	0
Married / seperated	90-99 + years	Women	Polling area - 5. Øst	1	1
Married / seperated	90-99 + years	Women	Polling area - 5. Vest	0	0
Married / seperated	90-99 + years	Women	Polling area - 5. Nordvest	0	0
Married / seperated	90-99 + years	Women	Polling area - 6. Bispebjerg	0	0
Married / seperated	90-99 + years	Women	Polling area - 6. Vest	1	0
Married / seperated	90-99 + years	Women	Polling area - 6. Nord	2	2
Married / seperated	90-99 + years	Women	Polling area - 6. Øst	0	0
Married / seperated	90-99 + years	Women	Polling area - 6. Syd	0	1
Married / seperated	90-99 + years	Women	Polling area - 7. Brønshøj	0	1
Married / seperated	90-99 + years	Women	Polling area - 7. Nord	0	0
Married / seperated	90-99 + years	Women	Polling area - 7. Syd	1	0
Married / seperated	90-99 + years	Women	Polling area - 7. Øst	1	1
Married / seperated	90-99 + years	Women	Polling area - 7. Vest	0	1
Married / seperated	90-99 + years	Women	Polling area - 7. Nordvest	0	0
Married / seperated	90-99 + years	Women	Polling area - 7. Katrinedal	0	0
Married / seperated	90-99 + years	Women	Polling area - 7. Kirkebjerg	0	0
Married / seperated	90-99 + years	Women	Polling area - 7. Vanløse	0	0
Married / seperated	90-99 + years	Women	Polling area - 8. Valby	0	0
Married / seperated	90-99 + years	Women	Polling area - 8. Nord	1	1
Married / seperated	90-99 + years	Women	Polling area - 8. Syd	1	0
Married / seperated	90-99 + years	Women	Polling area - 8. Vest	1	0
Married / seperated	90-99 + years	Women	Polling area - 8. Sydøst	1	1
Married / seperated	90-99 + years	Women	Polling area - 8. Midt	2	0
Married / seperated	90-99 + years	Women	Polling area - 9. Vesterbro	0	0
Married / seperated	90-99 + years	Women	Polling area - 9. Nord	0	0
Married / seperated	90-99 + years	Women	Polling area - 9. Syd	1	1
Married / seperated	90-99 + years	Women	Polling area - 9. Øst	0	0
Married / seperated	90-99 + years	Women	Polling area - 9. Vest	0	0
Married / seperated	90-99 + years	Women	Polling area - 9. Midt	2	1
Married / seperated	90-99 + years	Women	Polling area - 9. Sydhavn	0	0
Widowed	0-9 years	Men	Copenhagen total	0	0
Widowed	0-9 years	Men	District - Indre By	0	0
Widowed	0-9 years	Men	District - Østerbro	0	0
Widowed	0-9 years	Men	District - Nørrebro	0	0
Widowed	0-9 years	Men	District - Vesterbro/Kongens Enghave	0	0
Widowed	0-9 years	Men	District - Valby	0	0
Widowed	0-9 years	Men	District - Vanløse	0	0
Widowed	0-9 years	Men	District - Brønshøj-Husum	0	0
Widowed	0-9 years	Men	District - Bispebjerg	0	0
Widowed	0-9 years	Men	District - Amager Øst	0	0
Widowed	0-9 years	Men	District - Amager Vest	0	0
Widowed	0-9 years	Men	Polling area - 1. Østerbro	0	0
Widowed	0-9 years	Men	Polling area - 1. Øst	0	0
Widowed	0-9 years	Men	Polling area - 1. Nord	0	0
Widowed	0-9 years	Men	Polling area - 1. Syd	0	0
Widowed	0-9 years	Men	Polling area - 1. Vest	0	0
Widowed	0-9 years	Men	Polling area - 1. Nordvest	0	0
Widowed	0-9 years	Men	Polling area - 2. Sundbyvester	0	0
Widowed	0-9 years	Men	Polling area - 2. Nord	0	0
Widowed	0-9 years	Men	Polling area - 2. Syd	0	0
Widowed	0-9 years	Men	Polling area - 2. Øst	0	0
Widowed	0-9 years	Men	Polling area - 2. Vest	0	0
Widowed	0-9 years	Men	Polling area - 3. Indre By	0	0
Widowed	0-9 years	Men	Polling area - 3. Nord	0	0
Widowed	0-9 years	Men	Polling area - 3. Syd	0	0
Widowed	0-9 years	Men	Polling area - 3. Øst	0	0
Widowed	0-9 years	Men	Polling area - 4. Sundbyøster	0	0
Widowed	0-9 years	Men	Polling area - 4. Nord	0	0
Widowed	0-9 years	Men	Polling area - 4. Syd	0	0
Widowed	0-9 years	Men	Polling area - 4. Øst	0	0
Widowed	0-9 years	Men	Polling area - 5. Nørrebro	0	0
Widowed	0-9 years	Men	Polling area - 5. Nord	0	0
Widowed	0-9 years	Men	Polling area - 5. Nørrebrohallen	0	0
Widowed	0-9 years	Men	Polling area - 5. Syd	0	0
Widowed	0-9 years	Men	Polling area - 5. Øst	0	0
Widowed	0-9 years	Men	Polling area - 5. Vest	0	0
Widowed	0-9 years	Men	Polling area - 5. Nordvest	0	0
Widowed	0-9 years	Men	Polling area - 6. Bispebjerg	0	0
Widowed	0-9 years	Men	Polling area - 6. Vest	0	0
Widowed	0-9 years	Men	Polling area - 6. Nord	0	0
Widowed	0-9 years	Men	Polling area - 6. Øst	0	0
Widowed	0-9 years	Men	Polling area - 6. Syd	0	0
Widowed	0-9 years	Men	Polling area - 7. Brønshøj	0	0
Widowed	0-9 years	Men	Polling area - 7. Nord	0	0
Widowed	0-9 years	Men	Polling area - 7. Syd	0	0
Widowed	0-9 years	Men	Polling area - 7. Øst	0	0
Widowed	0-9 years	Men	Polling area - 7. Vest	0	0
Widowed	0-9 years	Men	Polling area - 7. Nordvest	0	0
Widowed	0-9 years	Men	Polling area - 7. Katrinedal	0	0
Widowed	0-9 years	Men	Polling area - 7. Kirkebjerg	0	0
Widowed	0-9 years	Men	Polling area - 7. Vanløse	0	0
Widowed	0-9 years	Men	Polling area - 8. Valby	0	0
Widowed	0-9 years	Men	Polling area - 8. Nord	0	0
Widowed	0-9 years	Men	Polling area - 8. Syd	0	0
Widowed	0-9 years	Men	Polling area - 8. Vest	0	0
Widowed	0-9 years	Men	Polling area - 8. Sydøst	0	0
Widowed	0-9 years	Men	Polling area - 8. Midt	0	0
Widowed	0-9 years	Men	Polling area - 9. Vesterbro	0	0
Widowed	0-9 years	Men	Polling area - 9. Nord	0	0
Widowed	0-9 years	Men	Polling area - 9. Syd	0	0
Widowed	0-9 years	Men	Polling area - 9. Øst	0	0
Widowed	0-9 years	Men	Polling area - 9. Vest	0	0
Widowed	0-9 years	Men	Polling area - 9. Midt	0	0
Widowed	0-9 years	Men	Polling area - 9. Sydhavn	0	0
Widowed	0-9 years	Women	Copenhagen total	0	0
Widowed	0-9 years	Women	District - Indre By	0	0
Widowed	0-9 years	Women	District - Østerbro	0	0
Widowed	0-9 years	Women	District - Nørrebro	0	0
Widowed	0-9 years	Women	District - Vesterbro/Kongens Enghave	0	0
Widowed	0-9 years	Women	District - Valby	0	0
Widowed	0-9 years	Women	District - Vanløse	0	0
Widowed	0-9 years	Women	District - Brønshøj-Husum	0	0
Widowed	0-9 years	Women	District - Bispebjerg	0	0
Widowed	0-9 years	Women	District - Amager Øst	0	0
Widowed	0-9 years	Women	District - Amager Vest	0	0
Widowed	0-9 years	Women	Polling area - 1. Østerbro	0	0
Widowed	0-9 years	Women	Polling area - 1. Øst	0	0
Widowed	0-9 years	Women	Polling area - 1. Nord	0	0
Widowed	0-9 years	Women	Polling area - 1. Syd	0	0
Widowed	0-9 years	Women	Polling area - 1. Vest	0	0
Widowed	0-9 years	Women	Polling area - 1. Nordvest	0	0
Widowed	0-9 years	Women	Polling area - 2. Sundbyvester	0	0
Widowed	0-9 years	Women	Polling area - 2. Nord	0	0
Widowed	0-9 years	Women	Polling area - 2. Syd	0	0
Widowed	0-9 years	Women	Polling area - 2. Øst	0	0
Widowed	0-9 years	Women	Polling area - 2. Vest	0	0
Widowed	0-9 years	Women	Polling area - 3. Indre By	0	0
Widowed	0-9 years	Women	Polling area - 3. Nord	0	0
Widowed	0-9 years	Women	Polling area - 3. Syd	0	0
Widowed	0-9 years	Women	Polling area - 3. Øst	0	0
Widowed	0-9 years	Women	Polling area - 4. Sundbyøster	0	0
Widowed	0-9 years	Women	Polling area - 4. Nord	0	0
Widowed	0-9 years	Women	Polling area - 4. Syd	0	0
Widowed	0-9 years	Women	Polling area - 4. Øst	0	0
Widowed	0-9 years	Women	Polling area - 5. Nørrebro	0	0
Widowed	0-9 years	Women	Polling area - 5. Nord	0	0
Widowed	0-9 years	Women	Polling area - 5. Nørrebrohallen	0	0
Widowed	0-9 years	Women	Polling area - 5. Syd	0	0
Widowed	0-9 years	Women	Polling area - 5. Øst	0	0
Widowed	0-9 years	Women	Polling area - 5. Vest	0	0
Widowed	0-9 years	Women	Polling area - 5. Nordvest	0	0
Widowed	0-9 years	Women	Polling area - 6. Bispebjerg	0	0
Widowed	0-9 years	Women	Polling area - 6. Vest	0	0
Widowed	0-9 years	Women	Polling area - 6. Nord	0	0
Widowed	0-9 years	Women	Polling area - 6. Øst	0	0
Widowed	0-9 years	Women	Polling area - 6. Syd	0	0
Widowed	0-9 years	Women	Polling area - 7. Brønshøj	0	0
Widowed	0-9 years	Women	Polling area - 7. Nord	0	0
Widowed	0-9 years	Women	Polling area - 7. Syd	0	0
Widowed	0-9 years	Women	Polling area - 7. Øst	0	0
Widowed	0-9 years	Women	Polling area - 7. Vest	0	0
Widowed	0-9 years	Women	Polling area - 7. Nordvest	0	0
Widowed	0-9 years	Women	Polling area - 7. Katrinedal	0	0
Widowed	0-9 years	Women	Polling area - 7. Kirkebjerg	0	0
Widowed	0-9 years	Women	Polling area - 7. Vanløse	0	0
Widowed	0-9 years	Women	Polling area - 8. Valby	0	0
Widowed	0-9 years	Women	Polling area - 8. Nord	0	0
Widowed	0-9 years	Women	Polling area - 8. Syd	0	0
Widowed	0-9 years	Women	Polling area - 8. Vest	0	0
Widowed	0-9 years	Women	Polling area - 8. Sydøst	0	0
Widowed	0-9 years	Women	Polling area - 8. Midt	0	0
Widowed	0-9 years	Women	Polling area - 9. Vesterbro	0	0
Widowed	0-9 years	Women	Polling area - 9. Nord	0	0
Widowed	0-9 years	Women	Polling area - 9. Syd	0	0
Widowed	0-9 years	Women	Polling area - 9. Øst	0	0
Widowed	0-9 years	Women	Polling area - 9. Vest	0	0
Widowed	0-9 years	Women	Polling area - 9. Midt	0	0
Widowed	0-9 years	Women	Polling area - 9. Sydhavn	0	0
Widowed	10-19 years	Men	Copenhagen total	0	0
Widowed	10-19 years	Men	District - Indre By	0	0
Widowed	10-19 years	Men	District - Østerbro	0	0
Widowed	10-19 years	Men	District - Nørrebro	0	0
Widowed	10-19 years	Men	District - Vesterbro/Kongens Enghave	0	0
Widowed	10-19 years	Men	District - Valby	0	0
Widowed	10-19 years	Men	District - Vanløse	0	0
Widowed	10-19 years	Men	District - Brønshøj-Husum	0	0
Widowed	10-19 years	Men	District - Bispebjerg	0	0
Widowed	10-19 years	Men	District - Amager Øst	0	0
Widowed	10-19 years	Men	District - Amager Vest	0	0
Widowed	10-19 years	Men	Polling area - 1. Østerbro	0	0
Widowed	10-19 years	Men	Polling area - 1. Øst	0	0
Widowed	10-19 years	Men	Polling area - 1. Nord	0	0
Widowed	10-19 years	Men	Polling area - 1. Syd	0	0
Widowed	10-19 years	Men	Polling area - 1. Vest	0	0
Widowed	10-19 years	Men	Polling area - 1. Nordvest	0	0
Widowed	10-19 years	Men	Polling area - 2. Sundbyvester	0	0
Widowed	10-19 years	Men	Polling area - 2. Nord	0	0
Widowed	10-19 years	Men	Polling area - 2. Syd	0	0
Widowed	10-19 years	Men	Polling area - 2. Øst	0	0
Widowed	10-19 years	Men	Polling area - 2. Vest	0	0
Widowed	10-19 years	Men	Polling area - 3. Indre By	0	0
Widowed	10-19 years	Men	Polling area - 3. Nord	0	0
Widowed	10-19 years	Men	Polling area - 3. Syd	0	0
Widowed	10-19 years	Men	Polling area - 3. Øst	0	0
Widowed	10-19 years	Men	Polling area - 4. Sundbyøster	0	0
Widowed	10-19 years	Men	Polling area - 4. Nord	0	0
Widowed	10-19 years	Men	Polling area - 4. Syd	0	0
Widowed	10-19 years	Men	Polling area - 4. Øst	0	0
Widowed	10-19 years	Men	Polling area - 5. Nørrebro	0	0
Widowed	10-19 years	Men	Polling area - 5. Nord	0	0
Widowed	10-19 years	Men	Polling area - 5. Nørrebrohallen	0	0
Widowed	10-19 years	Men	Polling area - 5. Syd	0	0
Widowed	10-19 years	Men	Polling area - 5. Øst	0	0
Widowed	10-19 years	Men	Polling area - 5. Vest	0	0
Widowed	10-19 years	Men	Polling area - 5. Nordvest	0	0
Widowed	10-19 years	Men	Polling area - 6. Bispebjerg	0	0
Widowed	10-19 years	Men	Polling area - 6. Vest	0	0
Widowed	10-19 years	Men	Polling area - 6. Nord	0	0
Widowed	10-19 years	Men	Polling area - 6. Øst	0	0
Widowed	10-19 years	Men	Polling area - 6. Syd	0	0
Widowed	10-19 years	Men	Polling area - 7. Brønshøj	0	0
Widowed	10-19 years	Men	Polling area - 7. Nord	0	0
Widowed	10-19 years	Men	Polling area - 7. Syd	0	0
Widowed	10-19 years	Men	Polling area - 7. Øst	0	0
Widowed	10-19 years	Men	Polling area - 7. Vest	0	0
Widowed	10-19 years	Men	Polling area - 7. Nordvest	0	0
Widowed	10-19 years	Men	Polling area - 7. Katrinedal	0	0
Widowed	10-19 years	Men	Polling area - 7. Kirkebjerg	0	0
Widowed	10-19 years	Men	Polling area - 7. Vanløse	0	0
Widowed	10-19 years	Men	Polling area - 8. Valby	0	0
Widowed	10-19 years	Men	Polling area - 8. Nord	0	0
Widowed	10-19 years	Men	Polling area - 8. Syd	0	0
Widowed	10-19 years	Men	Polling area - 8. Vest	0	0
Widowed	10-19 years	Men	Polling area - 8. Sydøst	0	0
Widowed	10-19 years	Men	Polling area - 8. Midt	0	0
Widowed	10-19 years	Men	Polling area - 9. Vesterbro	0	0
Widowed	10-19 years	Men	Polling area - 9. Nord	0	0
Widowed	10-19 years	Men	Polling area - 9. Syd	0	0
Widowed	10-19 years	Men	Polling area - 9. Øst	0	0
Widowed	10-19 years	Men	Polling area - 9. Vest	0	0
Widowed	10-19 years	Men	Polling area - 9. Midt	0	0
Widowed	10-19 years	Men	Polling area - 9. Sydhavn	0	0
Widowed	10-19 years	Women	Copenhagen total	1	1
Widowed	10-19 years	Women	District - Indre By	0	0
Widowed	10-19 years	Women	District - Østerbro	0	0
Widowed	10-19 years	Women	District - Nørrebro	0	1
Widowed	10-19 years	Women	District - Vesterbro/Kongens Enghave	1	0
Widowed	10-19 years	Women	District - Valby	0	0
Widowed	10-19 years	Women	District - Vanløse	0	0
Widowed	10-19 years	Women	District - Brønshøj-Husum	0	0
Widowed	10-19 years	Women	District - Bispebjerg	0	0
Widowed	10-19 years	Women	District - Amager Øst	0	0
Widowed	10-19 years	Women	District - Amager Vest	0	0
Widowed	10-19 years	Women	Polling area - 1. Østerbro	0	0
Widowed	10-19 years	Women	Polling area - 1. Øst	0	0
Widowed	10-19 years	Women	Polling area - 1. Nord	0	0
Widowed	10-19 years	Women	Polling area - 1. Syd	0	0
Widowed	10-19 years	Women	Polling area - 1. Vest	0	0
Widowed	10-19 years	Women	Polling area - 1. Nordvest	0	0
Widowed	10-19 years	Women	Polling area - 2. Sundbyvester	0	0
Widowed	10-19 years	Women	Polling area - 2. Nord	0	0
Widowed	10-19 years	Women	Polling area - 2. Syd	0	0
Widowed	10-19 years	Women	Polling area - 2. Øst	0	0
Widowed	10-19 years	Women	Polling area - 2. Vest	0	0
Widowed	10-19 years	Women	Polling area - 3. Indre By	0	0
Widowed	10-19 years	Women	Polling area - 3. Nord	0	0
Widowed	10-19 years	Women	Polling area - 3. Syd	0	0
Widowed	10-19 years	Women	Polling area - 3. Øst	0	0
Widowed	10-19 years	Women	Polling area - 4. Sundbyøster	0	0
Widowed	10-19 years	Women	Polling area - 4. Nord	0	0
Widowed	10-19 years	Women	Polling area - 4. Syd	0	0
Widowed	10-19 years	Women	Polling area - 4. Øst	0	0
Widowed	10-19 years	Women	Polling area - 5. Nørrebro	0	1
Widowed	10-19 years	Women	Polling area - 5. Nord	0	0
Widowed	10-19 years	Women	Polling area - 5. Nørrebrohallen	0	0
Widowed	10-19 years	Women	Polling area - 5. Syd	0	0
Widowed	10-19 years	Women	Polling area - 5. Øst	0	0
Widowed	10-19 years	Women	Polling area - 5. Vest	0	0
Widowed	10-19 years	Women	Polling area - 5. Nordvest	0	0
Widowed	10-19 years	Women	Polling area - 6. Bispebjerg	0	0
Widowed	10-19 years	Women	Polling area - 6. Vest	0	0
Widowed	10-19 years	Women	Polling area - 6. Nord	0	0
Widowed	10-19 years	Women	Polling area - 6. Øst	0	0
Widowed	10-19 years	Women	Polling area - 6. Syd	0	0
Widowed	10-19 years	Women	Polling area - 7. Brønshøj	0	0
Widowed	10-19 years	Women	Polling area - 7. Nord	0	0
Widowed	10-19 years	Women	Polling area - 7. Syd	0	0
Widowed	10-19 years	Women	Polling area - 7. Øst	0	0
Widowed	10-19 years	Women	Polling area - 7. Vest	0	0
Widowed	10-19 years	Women	Polling area - 7. Nordvest	0	0
Widowed	10-19 years	Women	Polling area - 7. Katrinedal	0	0
Widowed	10-19 years	Women	Polling area - 7. Kirkebjerg	0	0
Widowed	10-19 years	Women	Polling area - 7. Vanløse	0	0
Widowed	10-19 years	Women	Polling area - 8. Valby	0	0
Widowed	10-19 years	Women	Polling area - 8. Nord	0	0
Widowed	10-19 years	Women	Polling area - 8. Syd	0	0
Widowed	10-19 years	Women	Polling area - 8. Vest	0	0
Widowed	10-19 years	Women	Polling area - 8. Sydøst	0	0
Widowed	10-19 years	Women	Polling area - 8. Midt	0	0
Widowed	10-19 years	Women	Polling area - 9. Vesterbro	0	0
Widowed	10-19 years	Women	Polling area - 9. Nord	1	0
Widowed	10-19 years	Women	Polling area - 9. Syd	0	0
Widowed	10-19 years	Women	Polling area - 9. Øst	0	0
Widowed	10-19 years	Women	Polling area - 9. Vest	0	0
Widowed	10-19 years	Women	Polling area - 9. Midt	0	0
Widowed	10-19 years	Women	Polling area - 9. Sydhavn	0	0
Widowed	20-29 years	Men	Copenhagen total	29	24
Widowed	20-29 years	Men	District - Indre By	2	3
Widowed	20-29 years	Men	District - Østerbro	3	4
Widowed	20-29 years	Men	District - Nørrebro	7	4
Widowed	20-29 years	Men	District - Vesterbro/Kongens Enghave	2	1
Widowed	20-29 years	Men	District - Valby	5	1
Widowed	20-29 years	Men	District - Vanløse	1	0
Widowed	20-29 years	Men	District - Brønshøj-Husum	1	2
Widowed	20-29 years	Men	District - Bispebjerg	1	1
Widowed	20-29 years	Men	District - Amager Øst	4	3
Widowed	20-29 years	Men	District - Amager Vest	3	5
Widowed	20-29 years	Men	Polling area - 1. Østerbro	0	0
Widowed	20-29 years	Men	Polling area - 1. Øst	0	1
Widowed	20-29 years	Men	Polling area - 1. Nord	0	1
Widowed	20-29 years	Men	Polling area - 1. Syd	3	2
Widowed	20-29 years	Men	Polling area - 1. Vest	0	0
Widowed	20-29 years	Men	Polling area - 1. Nordvest	0	0
Widowed	20-29 years	Men	Polling area - 2. Sundbyvester	1	1
Widowed	20-29 years	Men	Polling area - 2. Nord	0	0
Widowed	20-29 years	Men	Polling area - 2. Syd	0	0
Widowed	20-29 years	Men	Polling area - 2. Øst	0	0
Widowed	20-29 years	Men	Polling area - 2. Vest	2	4
Widowed	20-29 years	Men	Polling area - 3. Indre By	2	2
Widowed	20-29 years	Men	Polling area - 3. Nord	0	0
Widowed	20-29 years	Men	Polling area - 3. Syd	0	1
Widowed	20-29 years	Men	Polling area - 3. Øst	0	0
Widowed	20-29 years	Men	Polling area - 4. Sundbyøster	1	0
Widowed	20-29 years	Men	Polling area - 4. Nord	2	2
Widowed	20-29 years	Men	Polling area - 4. Syd	1	1
Widowed	20-29 years	Men	Polling area - 4. Øst	0	0
Widowed	20-29 years	Men	Polling area - 5. Nørrebro	2	1
Widowed	20-29 years	Men	Polling area - 5. Nord	3	2
Widowed	20-29 years	Men	Polling area - 5. Nørrebrohallen	0	0
Widowed	20-29 years	Men	Polling area - 5. Syd	0	0
Widowed	20-29 years	Men	Polling area - 5. Øst	0	0
Widowed	20-29 years	Men	Polling area - 5. Vest	1	1
Widowed	20-29 years	Men	Polling area - 5. Nordvest	1	0
Widowed	20-29 years	Men	Polling area - 6. Bispebjerg	1	1
Widowed	20-29 years	Men	Polling area - 6. Vest	0	0
Widowed	20-29 years	Men	Polling area - 6. Nord	0	0
Widowed	20-29 years	Men	Polling area - 6. Øst	0	0
Widowed	20-29 years	Men	Polling area - 6. Syd	0	0
Widowed	20-29 years	Men	Polling area - 7. Brønshøj	0	0
Widowed	20-29 years	Men	Polling area - 7. Nord	0	0
Widowed	20-29 years	Men	Polling area - 7. Syd	0	0
Widowed	20-29 years	Men	Polling area - 7. Øst	1	1
Widowed	20-29 years	Men	Polling area - 7. Vest	0	0
Widowed	20-29 years	Men	Polling area - 7. Nordvest	0	1
Widowed	20-29 years	Men	Polling area - 7. Katrinedal	0	0
Widowed	20-29 years	Men	Polling area - 7. Kirkebjerg	0	0
Widowed	20-29 years	Men	Polling area - 7. Vanløse	1	0
Widowed	20-29 years	Men	Polling area - 8. Valby	2	0
Widowed	20-29 years	Men	Polling area - 8. Nord	0	0
