citizenship	age	sex	district	1980Q1	1981Q1	1982Q1	1983Q1	1984Q1
Western countries	85-89 years	Men	Polling area - 5. Vest	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 5. Nordvest	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 6. Bispebjerg	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 6. Vest	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 6. Nord	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 6. Øst	0	1	1	0	0
Western countries	85-89 years	Men	Polling area - 6. Syd	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 7. Brønshøj	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 7. Nord	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 7. Syd	0	0	1	1	1
Western countries	85-89 years	Men	Polling area - 7. Øst	0	0	1	1	1
Western countries	85-89 years	Men	Polling area - 7. Vest	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 7. Nordvest	0	0	0	0	1
Western countries	85-89 years	Men	Polling area - 7. Katrinedal	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 7. Kirkebjerg	1	1	0	0	0
Western countries	85-89 years	Men	Polling area - 7. Vanløse	0	0	0	0	1
Western countries	85-89 years	Men	Polling area - 8. Valby	1	0	1	1	2
Western countries	85-89 years	Men	Polling area - 8. Nord	0	1	0	0	0
Western countries	85-89 years	Men	Polling area - 8. Syd	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 8. Vest	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 8. Sydøst	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 8. Midt	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 9. Vesterbro	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 9. Nord	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 9. Syd	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 9. Øst	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 9. Vest	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 9. Midt	0	0	0	0	0
Western countries	85-89 years	Men	Polling area - 9. Sydhavn	0	0	0	0	0
Western countries	85-89 years	Women	Copenhagen total	23	18	23	22	18
Western countries	85-89 years	Women	District - Indre By	3	1	2	2	2
Western countries	85-89 years	Women	District - Østerbro	6	5	5	5	2
Western countries	85-89 years	Women	District - Nørrebro	3	1	2	2	2
Western countries	85-89 years	Women	District - Vesterbro/Kongens Enghave	1	2	1	1	1
Western countries	85-89 years	Women	District - Valby	2	2	4	2	2
Western countries	85-89 years	Women	District - Vanløse	1	1	1	2	2
Western countries	85-89 years	Women	District - Brønshøj-Husum	2	1	2	1	1
Western countries	85-89 years	Women	District - Bispebjerg	2	1	1	1	0
Western countries	85-89 years	Women	District - Amager Øst	0	1	1	1	1
Western countries	85-89 years	Women	District - Amager Vest	3	3	4	5	5
Western countries	85-89 years	Women	District - Unlocated	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 1. Østerbro	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 1. Øst	1	0	0	0	0
Western countries	85-89 years	Women	Polling area - 1. Nord	0	0	1	1	1
Western countries	85-89 years	Women	Polling area - 1. Syd	1	1	1	1	1
Western countries	85-89 years	Women	Polling area - 1. Vest	4	4	3	3	0
Western countries	85-89 years	Women	Polling area - 1. Nordvest	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 2. Sundbyvester	1	1	0	0	0
Western countries	85-89 years	Women	Polling area - 2. Nord	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 2. Syd	2	2	4	5	5
Western countries	85-89 years	Women	Polling area - 2. Øst	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 2. Vest	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 3. Indre By	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 3. Nord	2	0	1	1	1
Western countries	85-89 years	Women	Polling area - 3. Syd	1	1	1	1	1
Western countries	85-89 years	Women	Polling area - 3. Øst	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 4. Sundbyøster	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 4. Nord	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 4. Syd	0	1	1	1	1
Western countries	85-89 years	Women	Polling area - 4. Øst	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 5. Nørrebro	0	0	2	1	1
Western countries	85-89 years	Women	Polling area - 5. Nord	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 5. Nørrebrohallen	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 5. Syd	0	0	0	1	1
Western countries	85-89 years	Women	Polling area - 5. Øst	1	1	0	0	0
Western countries	85-89 years	Women	Polling area - 5. Vest	2	0	0	0	0
Western countries	85-89 years	Women	Polling area - 5. Nordvest	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 6. Bispebjerg	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 6. Vest	0	1	1	1	0
Western countries	85-89 years	Women	Polling area - 6. Nord	2	0	0	0	0
Western countries	85-89 years	Women	Polling area - 6. Øst	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 6. Syd	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 7. Brønshøj	0	0	0	1	1
Western countries	85-89 years	Women	Polling area - 7. Nord	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 7. Syd	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 7. Øst	1	0	2	1	1
Western countries	85-89 years	Women	Polling area - 7. Vest	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 7. Nordvest	1	1	0	0	0
Western countries	85-89 years	Women	Polling area - 7. Katrinedal	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 7. Kirkebjerg	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 7. Vanløse	1	1	1	1	1
Western countries	85-89 years	Women	Polling area - 8. Valby	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 8. Nord	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 8. Syd	2	2	2	2	2
Western countries	85-89 years	Women	Polling area - 8. Vest	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 8. Sydøst	0	0	2	0	0
Western countries	85-89 years	Women	Polling area - 8. Midt	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 9. Vesterbro	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 9. Nord	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 9. Syd	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 9. Øst	1	1	0	0	0
Western countries	85-89 years	Women	Polling area - 9. Vest	0	1	1	1	1
Western countries	85-89 years	Women	Polling area - 9. Midt	0	0	0	0	0
Western countries	85-89 years	Women	Polling area - 9. Sydhavn	0	0	0	0	0
Western countries	90-94 years	Men	Copenhagen total	4	6	5	3	3
Western countries	90-94 years	Men	District - Indre By	3	4	2	1	1
Western countries	90-94 years	Men	District - Østerbro	0	0	0	0	0
Western countries	90-94 years	Men	District - Nørrebro	0	0	0	0	0
Western countries	90-94 years	Men	District - Vesterbro/Kongens Enghave	0	0	0	0	0
Western countries	90-94 years	Men	District - Valby	0	1	1	0	0
Western countries	90-94 years	Men	District - Vanløse	0	0	1	1	1
Western countries	90-94 years	Men	District - Brønshøj-Husum	0	0	0	0	0
Western countries	90-94 years	Men	District - Bispebjerg	1	1	1	1	1
Western countries	90-94 years	Men	District - Amager Øst	0	0	0	0	0
Western countries	90-94 years	Men	District - Amager Vest	0	0	0	0	0
Western countries	90-94 years	Men	District - Unlocated	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 1. Østerbro	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 1. Øst	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 1. Nord	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 1. Syd	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 1. Vest	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 1. Nordvest	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 2. Sundbyvester	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 2. Nord	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 2. Syd	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 2. Øst	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 2. Vest	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 3. Indre By	1	1	0	0	0
Western countries	90-94 years	Men	Polling area - 3. Nord	0	1	1	1	1
Western countries	90-94 years	Men	Polling area - 3. Syd	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 3. Øst	2	2	1	0	0
Western countries	90-94 years	Men	Polling area - 4. Sundbyøster	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 4. Nord	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 4. Syd	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 4. Øst	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 5. Nørrebro	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 5. Nord	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 5. Nørrebrohallen	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 5. Syd	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 5. Øst	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 5. Vest	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 5. Nordvest	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 6. Bispebjerg	1	1	1	1	1
Western countries	90-94 years	Men	Polling area - 6. Vest	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 6. Nord	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 6. Øst	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 6. Syd	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 7. Brønshøj	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 7. Nord	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 7. Syd	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 7. Øst	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 7. Vest	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 7. Nordvest	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 7. Katrinedal	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 7. Kirkebjerg	0	0	1	1	1
Western countries	90-94 years	Men	Polling area - 7. Vanløse	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 8. Valby	0	1	1	0	0
Western countries	90-94 years	Men	Polling area - 8. Nord	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 8. Syd	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 8. Vest	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 8. Sydøst	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 8. Midt	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 9. Vesterbro	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 9. Nord	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 9. Syd	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 9. Øst	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 9. Vest	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 9. Midt	0	0	0	0	0
Western countries	90-94 years	Men	Polling area - 9. Sydhavn	0	0	0	0	0
Western countries	90-94 years	Women	Copenhagen total	5	8	7	9	10
Western countries	90-94 years	Women	District - Indre By	0	2	2	2	1
Western countries	90-94 years	Women	District - Østerbro	2	0	1	1	3
Western countries	90-94 years	Women	District - Nørrebro	2	3	3	3	1
Western countries	90-94 years	Women	District - Vesterbro/Kongens Enghave	1	0	0	0	1
Western countries	90-94 years	Women	District - Valby	0	0	0	2	3
Western countries	90-94 years	Women	District - Vanløse	0	0	0	0	1
Western countries	90-94 years	Women	District - Brønshøj-Husum	0	1	0	0	0
Western countries	90-94 years	Women	District - Bispebjerg	0	2	1	1	0
Western countries	90-94 years	Women	District - Amager Øst	0	0	0	0	0
Western countries	90-94 years	Women	District - Amager Vest	0	0	0	0	0
Western countries	90-94 years	Women	District - Unlocated	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 1. Østerbro	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 1. Øst	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 1. Nord	2	0	0	0	0
Western countries	90-94 years	Women	Polling area - 1. Syd	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 1. Vest	0	0	1	1	3
Western countries	90-94 years	Women	Polling area - 1. Nordvest	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 2. Sundbyvester	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 2. Nord	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 2. Syd	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 2. Øst	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 2. Vest	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 3. Indre By	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 3. Nord	0	2	2	2	1
Western countries	90-94 years	Women	Polling area - 3. Syd	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 3. Øst	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 4. Sundbyøster	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 4. Nord	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 4. Syd	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 4. Øst	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 5. Nørrebro	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 5. Nord	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 5. Nørrebrohallen	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 5. Syd	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 5. Øst	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 5. Vest	1	2	3	3	1
Western countries	90-94 years	Women	Polling area - 5. Nordvest	1	1	0	0	0
Western countries	90-94 years	Women	Polling area - 6. Bispebjerg	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 6. Vest	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 6. Nord	0	2	1	1	0
Western countries	90-94 years	Women	Polling area - 6. Øst	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 6. Syd	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 7. Brønshøj	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 7. Nord	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 7. Syd	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 7. Øst	0	1	0	0	0
Western countries	90-94 years	Women	Polling area - 7. Vest	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 7. Nordvest	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 7. Katrinedal	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 7. Kirkebjerg	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 7. Vanløse	0	0	0	0	1
Western countries	90-94 years	Women	Polling area - 8. Valby	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 8. Nord	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 8. Syd	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 8. Vest	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 8. Sydøst	0	0	0	2	3
Western countries	90-94 years	Women	Polling area - 8. Midt	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 9. Vesterbro	0	0	0	0	1
Western countries	90-94 years	Women	Polling area - 9. Nord	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 9. Syd	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 9. Øst	1	0	0	0	0
Western countries	90-94 years	Women	Polling area - 9. Vest	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 9. Midt	0	0	0	0	0
Western countries	90-94 years	Women	Polling area - 9. Sydhavn	0	0	0	0	0
Western countries	95+years	Men	Copenhagen total	2	2	1	2	1
Western countries	95+years	Men	District - Indre By	0	0	0	1	0
Western countries	95+years	Men	District - Østerbro	0	0	0	0	0
Western countries	95+years	Men	District - Nørrebro	1	1	1	1	1
Western countries	95+years	Men	District - Vesterbro/Kongens Enghave	0	0	0	0	0
Western countries	95+years	Men	District - Valby	0	0	0	0	0
Western countries	95+years	Men	District - Vanløse	0	0	0	0	0
Western countries	95+years	Men	District - Brønshøj-Husum	1	1	0	0	0
Western countries	95+years	Men	District - Bispebjerg	0	0	0	0	0
Western countries	95+years	Men	District - Amager Øst	0	0	0	0	0
Western countries	95+years	Men	District - Amager Vest	0	0	0	0	0
Western countries	95+years	Men	District - Unlocated	0	0	0	0	0
Western countries	95+years	Men	Polling area - 1. Østerbro	0	0	0	0	0
Western countries	95+years	Men	Polling area - 1. Øst	0	0	0	0	0
Western countries	95+years	Men	Polling area - 1. Nord	0	0	0	0	0
Western countries	95+years	Men	Polling area - 1. Syd	0	0	0	0	0
Western countries	95+years	Men	Polling area - 1. Vest	0	0	0	0	0
Western countries	95+years	Men	Polling area - 1. Nordvest	0	0	0	0	0
Western countries	95+years	Men	Polling area - 2. Sundbyvester	0	0	0	0	0
Western countries	95+years	Men	Polling area - 2. Nord	0	0	0	0	0
Western countries	95+years	Men	Polling area - 2. Syd	0	0	0	0	0
Western countries	95+years	Men	Polling area - 2. Øst	0	0	0	0	0
Western countries	95+years	Men	Polling area - 2. Vest	0	0	0	0	0
Western countries	95+years	Men	Polling area - 3. Indre By	0	0	0	0	0
Western countries	95+years	Men	Polling area - 3. Nord	0	0	0	0	0
Western countries	95+years	Men	Polling area - 3. Syd	0	0	0	0	0
Western countries	95+years	Men	Polling area - 3. Øst	0	0	0	1	0
Western countries	95+years	Men	Polling area - 4. Sundbyøster	0	0	0	0	0
Western countries	95+years	Men	Polling area - 4. Nord	0	0	0	0	0
Western countries	95+years	Men	Polling area - 4. Syd	0	0	0	0	0
Western countries	95+years	Men	Polling area - 4. Øst	0	0	0	0	0
Western countries	95+years	Men	Polling area - 5. Nørrebro	1	1	1	1	1
Western countries	95+years	Men	Polling area - 5. Nord	0	0	0	0	0
Western countries	95+years	Men	Polling area - 5. Nørrebrohallen	0	0	0	0	0
Western countries	95+years	Men	Polling area - 5. Syd	0	0	0	0	0
Western countries	95+years	Men	Polling area - 5. Øst	0	0	0	0	0
Western countries	95+years	Men	Polling area - 5. Vest	0	0	0	0	0
Western countries	95+years	Men	Polling area - 5. Nordvest	0	0	0	0	0
Western countries	95+years	Men	Polling area - 6. Bispebjerg	0	0	0	0	0
Western countries	95+years	Men	Polling area - 6. Vest	0	0	0	0	0
Western countries	95+years	Men	Polling area - 6. Nord	0	0	0	0	0
Western countries	95+years	Men	Polling area - 6. Øst	0	0	0	0	0
Western countries	95+years	Men	Polling area - 6. Syd	0	0	0	0	0
Western countries	95+years	Men	Polling area - 7. Brønshøj	0	0	0	0	0
Western countries	95+years	Men	Polling area - 7. Nord	0	0	0	0	0
Western countries	95+years	Men	Polling area - 7. Syd	0	0	0	0	0
Western countries	95+years	Men	Polling area - 7. Øst	0	0	0	0	0
Western countries	95+years	Men	Polling area - 7. Vest	1	1	0	0	0
Western countries	95+years	Men	Polling area - 7. Nordvest	0	0	0	0	0
Western countries	95+years	Men	Polling area - 7. Katrinedal	0	0	0	0	0
Western countries	95+years	Men	Polling area - 7. Kirkebjerg	0	0	0	0	0
Western countries	95+years	Men	Polling area - 7. Vanløse	0	0	0	0	0
Western countries	95+years	Men	Polling area - 8. Valby	0	0	0	0	0
Western countries	95+years	Men	Polling area - 8. Nord	0	0	0	0	0
Western countries	95+years	Men	Polling area - 8. Syd	0	0	0	0	0
Western countries	95+years	Men	Polling area - 8. Vest	0	0	0	0	0
Western countries	95+years	Men	Polling area - 8. Sydøst	0	0	0	0	0
Western countries	95+years	Men	Polling area - 8. Midt	0	0	0	0	0
Western countries	95+years	Men	Polling area - 9. Vesterbro	0	0	0	0	0
Western countries	95+years	Men	Polling area - 9. Nord	0	0	0	0	0
Western countries	95+years	Men	Polling area - 9. Syd	0	0	0	0	0
Western countries	95+years	Men	Polling area - 9. Øst	0	0	0	0	0
Western countries	95+years	Men	Polling area - 9. Vest	0	0	0	0	0
Western countries	95+years	Men	Polling area - 9. Midt	0	0	0	0	0
Western countries	95+years	Men	Polling area - 9. Sydhavn	0	0	0	0	0
Western countries	95+years	Women	Copenhagen total	3	2	1	0	0
Western countries	95+years	Women	District - Indre By	1	1	1	0	0
Western countries	95+years	Women	District - Østerbro	0	0	0	0	0
Western countries	95+years	Women	District - Nørrebro	1	0	0	0	0
Western countries	95+years	Women	District - Vesterbro/Kongens Enghave	0	0	0	0	0
Western countries	95+years	Women	District - Valby	1	1	0	0	0
Western countries	95+years	Women	District - Vanløse	0	0	0	0	0
Western countries	95+years	Women	District - Brønshøj-Husum	0	0	0	0	0
Western countries	95+years	Women	District - Bispebjerg	0	0	0	0	0
Western countries	95+years	Women	District - Amager Øst	0	0	0	0	0
Western countries	95+years	Women	District - Amager Vest	0	0	0	0	0
Western countries	95+years	Women	District - Unlocated	0	0	0	0	0
Western countries	95+years	Women	Polling area - 1. Østerbro	0	0	0	0	0
Western countries	95+years	Women	Polling area - 1. Øst	0	0	0	0	0
Western countries	95+years	Women	Polling area - 1. Nord	0	0	0	0	0
Western countries	95+years	Women	Polling area - 1. Syd	0	0	0	0	0
Western countries	95+years	Women	Polling area - 1. Vest	0	0	0	0	0
Western countries	95+years	Women	Polling area - 1. Nordvest	0	0	0	0	0
Western countries	95+years	Women	Polling area - 2. Sundbyvester	0	0	0	0	0
Western countries	95+years	Women	Polling area - 2. Nord	0	0	0	0	0
Western countries	95+years	Women	Polling area - 2. Syd	0	0	0	0	0
Western countries	95+years	Women	Polling area - 2. Øst	0	0	0	0	0
Western countries	95+years	Women	Polling area - 2. Vest	0	0	0	0	0
Western countries	95+years	Women	Polling area - 3. Indre By	0	0	0	0	0
Western countries	95+years	Women	Polling area - 3. Nord	1	1	1	0	0
Western countries	95+years	Women	Polling area - 3. Syd	0	0	0	0	0
Western countries	95+years	Women	Polling area - 3. Øst	0	0	0	0	0
Western countries	95+years	Women	Polling area - 4. Sundbyøster	0	0	0	0	0
Western countries	95+years	Women	Polling area - 4. Nord	0	0	0	0	0
Western countries	95+years	Women	Polling area - 4. Syd	0	0	0	0	0
Western countries	95+years	Women	Polling area - 4. Øst	0	0	0	0	0
Western countries	95+years	Women	Polling area - 5. Nørrebro	1	0	0	0	0
Western countries	95+years	Women	Polling area - 5. Nord	0	0	0	0	0
Western countries	95+years	Women	Polling area - 5. Nørrebrohallen	0	0	0	0	0
Western countries	95+years	Women	Polling area - 5. Syd	0	0	0	0	0
Western countries	95+years	Women	Polling area - 5. Øst	0	0	0	0	0
Western countries	95+years	Women	Polling area - 5. Vest	0	0	0	0	0
Western countries	95+years	Women	Polling area - 5. Nordvest	0	0	0	0	0
Western countries	95+years	Women	Polling area - 6. Bispebjerg	0	0	0	0	0
Western countries	95+years	Women	Polling area - 6. Vest	0	0	0	0	0
Western countries	95+years	Women	Polling area - 6. Nord	0	0	0	0	0
Western countries	95+years	Women	Polling area - 6. Øst	0	0	0	0	0
Western countries	95+years	Women	Polling area - 6. Syd	0	0	0	0	0
Western countries	95+years	Women	Polling area - 7. Brønshøj	0	0	0	0	0
Western countries	95+years	Women	Polling area - 7. Nord	0	0	0	0	0
Western countries	95+years	Women	Polling area - 7. Syd	0	0	0	0	0
Western countries	95+years	Women	Polling area - 7. Øst	0	0	0	0	0
Western countries	95+years	Women	Polling area - 7. Vest	0	0	0	0	0
Western countries	95+years	Women	Polling area - 7. Nordvest	0	0	0	0	0
Western countries	95+years	Women	Polling area - 7. Katrinedal	0	0	0	0	0
Western countries	95+years	Women	Polling area - 7. Kirkebjerg	0	0	0	0	0
Western countries	95+years	Women	Polling area - 7. Vanløse	0	0	0	0	0
Western countries	95+years	Women	Polling area - 8. Valby	0	0	0	0	0
Western countries	95+years	Women	Polling area - 8. Nord	1	1	0	0	0
Western countries	95+years	Women	Polling area - 8. Syd	0	0	0	0	0
Western countries	95+years	Women	Polling area - 8. Vest	0	0	0	0	0
Western countries	95+years	Women	Polling area - 8. Sydøst	0	0	0	0	0
Western countries	95+years	Women	Polling area - 8. Midt	0	0	0	0	0
Western countries	95+years	Women	Polling area - 9. Vesterbro	0	0	0	0	0
Western countries	95+years	Women	Polling area - 9. Nord	0	0	0	0	0
Western countries	95+years	Women	Polling area - 9. Syd	0	0	0	0	0
Western countries	95+years	Women	Polling area - 9. Øst	0	0	0	0	0
Western countries	95+years	Women	Polling area - 9. Vest	0	0	0	0	0
Western countries	95+years	Women	Polling area - 9. Midt	0	0	0	0	0
Western countries	95+years	Women	Polling area - 9. Sydhavn	0	0	0	0	0
Non-western countries	0-4 years	Men	Copenhagen total	1190	1203	1204	1178	1071
Non-western countries	0-4 years	Men	District - Indre By	49	44	35	28	34
Non-western countries	0-4 years	Men	District - Østerbro	65	72	82	94	83
Non-western countries	0-4 years	Men	District - Nørrebro	398	389	386	375	335
Non-western countries	0-4 years	Men	District - Vesterbro/Kongens Enghave	282	304	291	275	237
Non-western countries	0-4 years	Men	District - Valby	74	74	84	77	73
Non-western countries	0-4 years	Men	District - Vanløse	17	13	15	13	13
Non-western countries	0-4 years	Men	District - Brønshøj-Husum	29	21	28	30	26
Non-western countries	0-4 years	Men	District - Bispebjerg	104	119	113	109	105
Non-western countries	0-4 years	Men	District - Amager Øst	109	96	105	114	101
Non-western countries	0-4 years	Men	District - Amager Vest	63	71	65	63	64
Non-western countries	0-4 years	Men	District - Unlocated	0	0	0	0	0
Non-western countries	0-4 years	Men	Polling area - 1. Østerbro	10	7	8	9	8
Non-western countries	0-4 years	Men	Polling area - 1. Øst	12	11	10	10	8
Non-western countries	0-4 years	Men	Polling area - 1. Nord	11	12	15	14	10
Non-western countries	0-4 years	Men	Polling area - 1. Syd	9	11	11	12	13
Non-western countries	0-4 years	Men	Polling area - 1. Vest	18	25	27	35	30
Non-western countries	0-4 years	Men	Polling area - 1. Nordvest	5	6	11	14	14
Non-western countries	0-4 years	Men	Polling area - 2. Sundbyvester	3	2	2	5	5
Non-western countries	0-4 years	Men	Polling area - 2. Nord	34	38	37	34	38
Non-western countries	0-4 years	Men	Polling area - 2. Syd	0	1	2	1	2
Non-western countries	0-4 years	Men	Polling area - 2. Øst	9	6	3	3	3
Non-western countries	0-4 years	Men	Polling area - 2. Vest	17	24	21	20	16
Non-western countries	0-4 years	Men	Polling area - 3. Indre By	33	30	19	17	19
Non-western countries	0-4 years	Men	Polling area - 3. Nord	2	2	4	5	8
Non-western countries	0-4 years	Men	Polling area - 3. Syd	2	2	6	5	5
Non-western countries	0-4 years	Men	Polling area - 3. Øst	12	10	6	1	2
Non-western countries	0-4 years	Men	Polling area - 4. Sundbyøster	27	26	27	32	25
Non-western countries	0-4 years	Men	Polling area - 4. Nord	70	57	63	64	56
Non-western countries	0-4 years	Men	Polling area - 4. Syd	8	10	12	14	13
Non-western countries	0-4 years	Men	Polling area - 4. Øst	4	3	3	4	7
Non-western countries	0-4 years	Men	Polling area - 5. Nørrebro	61	66	67	72	68
Non-western countries	0-4 years	Men	Polling area - 5. Nord	45	33	29	29	25
Non-western countries	0-4 years	Men	Polling area - 5. Nørrebrohallen	26	24	26	31	26
Non-western countries	0-4 years	Men	Polling area - 5. Syd	56	47	47	43	43
